Company,"CIK Code",Ticker,Market,"IRS Number","Bus Street 1","Bus Street 2",City,County,"State Code","State Name",Region,Zip,"Bus Phone","Incorporation State Code","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act",Auditor,"Auditor Key","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate Country","Audit Fees ($)","Audit Related Fees ($)","Benefit Plan Related Fees ($)","FISDI Fees ($)","Tax Related Fees ($)","Tax Related Fees - Compliance ($)","Tax Related Fees - Non-Compliance ($)","Other/Misc Fees ($)","Total Non Audit Fees ($)","Total Fees ($)",Currency,"Fees Include Subsidiaries","Fees Included In Parent Filings","Restated Fees","Year Ended Date","Year Ended","Year Ended Month (Ideal)","Fiscal Year Ends (Currently Reported)","S&P Index","Russell Index",Source,"Source Date","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
"BOX INC",1372612,BOX,NYSE,202714444,"900 JEFFERSON AVE",,"REDWOOD CITY","San Mateo",CA,CALIFORNIA,"US West",94063,"(877) 729-4269",DE,,,7372,"Prepackaged Software",511210,"Software Publishers",34,"Ernst & Young LLP",2,,,,"2,643,059",0,0,0,"554,603",,,0,"554,603","3,197,662",USD,,,0,2024-01-31,2024,01,0131,"S&P 600 SmallCap","Russell 2000","DEF 14A",2024-05-20,25.98,2024-01-31,"3,750,292,480",2024-01-31,"1,037,741,000","129,032,000","-15,717,000","1,241,163,000"
"INFINITY NATURAL RESOURCES, INC.",2029118,INR,NYSE,993407012,"2605 CRANBERRY SQUARE",,MORGANTOWN,Monongalia,WV,"WEST VIRGINIA","US Mid Atlantic",26508,"(304) 212-2350",DE,,,1311,"Crude Petroleum and Natural Gas",0,,34,"Deloitte & Touche LLP",3,,,,"2,642,219",0,0,0,"33,425",,,"2,674","36,099","2,678,318",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000",10-K,2025-03-28,,,,2024-12-31,"259,022,000","49,286,000",,"915,466,000"
"CANTALOUPE, INC.",896429,CTLP,"NASDAQ Global Market",232679963,"101 LINDENWOOD DRIVE","SUITE 405",MALVERN,Chester,PA,PENNSYLVANIA,"US Mid Atlantic",19355,"(800) 633-0340",PA,,,3578,"Calculating and Accounting Machines, Except Electronic Computers",332116,"Metal Stamping",34,"Deloitte & Touche LLP",3,,,,"2,641,236",0,"30,000",0,0,,,0,"30,000","2,671,236",USD,,,0,2024-06-30,2024,06,0630,,"Russell 2000","DEF 14A",2024-10-04,6.61,2024-07-02,"481,272,192",2024-06-30,"268,596,000","11,993,000","64,937,000","335,568,000"
"NETGEAR, INC.",1122904,NTGR,"NASDAQ Global Select Market",770419172,"3553 N. FIRST STREET",,"SAN JOSE","Santa Clara",CA,CALIFORNIA,"US West",95134,"(408) 907-8000",DE,,,3661,"Telephone and Telegraph Apparatus",334210,"Telephone Apparatus Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"2,639,298",0,0,0,"686,219",,,"2,000","688,219","3,327,517",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-04-18,27.15,2025-01-02,"781,099,072",2024-12-31,"673,759,000","12,363,000","504,787,000","850,230,000"
"TRINITY INDUSTRIES INC",99780,TRN,NYSE,750225040,"14221 N DALLAS PARKWAY","SUITE 1100",DALLAS,Dallas,TX,TEXAS,"US Southwest",75254,"(214) 631-4420",DE,,,3743,"Railroad Equipment",336510,"Railroad Rolling Stock Manufacturing",34,"Ernst & Young LLP",2,,,,"2,635,000","85,000",0,0,"215,380",,,0,"300,380","2,935,380",USD,,,0,2024-12-31,2024,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2025-04-03,35.08,2025-01-02,"2,882,279,424",2024-12-31,"3,079,200,000","138,400,000","837,400,000","8,832,200,000"
"NV5 Global, Inc.",1532961,NVEE,NAS,453458017,"200 SOUTH PARK ROAD","SUITE 350",HOLLYWOOD,Broward,FL,FLORIDA,"US Southeast",33021,"(954) 495-2112",DE,,,7380,"Services-Miscellaneous Business Services",541330,"Engineering Services",34,"Deloitte & Touche LLP",3,,,,"2,632,075",0,0,0,0,,,0,0,"2,632,075",USD,,,0,2024-12-28,2024,12,0103,,"Russell 2000",10-K/A,2025-04-28,18.84,2024-12-30,"1,225,902,720",2024-12-28,"941,265,000","27,979,000","47,085,000","1,315,356,000"
"FNB CORP/PA/",37808,FNB,NYSE,251255406,"F.N.B. CORPORATION","626 WASHINGTON PLACE",PITTSBURGH,Allegheny,PA,PENNSYLVANIA,"US Mid Atlantic",15219,"(800) 555-5455",PA,,,6021,"National Commercial Banks",522110,"Commercial Banking",34,"Ernst & Young LLP",2,,,,"2,630,500","216,890",0,0,"760,264",,,"3,852","981,006","3,611,506",USD,,,0,2024-12-31,2024,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2025-03-27,14.54,2025-01-02,"5,228,373,504",2024-12-31,"1,516,000,000","465,000,000","3,773,000,000","48,625,000,000"
"Evolus, Inc.",1570562,EOLS,"NASDAQ Global Market",461385614,"520 NEWPORT CENTER DRIVE","SUITE 1200","NEWPORT BEACH",Orange,CA,CALIFORNIA,"US West",92660,"(949) 284-4555",DE,,,2834,"Pharmaceutical Preparations",325414,"Biological Product (except Diagnostic) Manufacturing",34,"Ernst & Young LLP",2,,,,"2,630,000",0,0,0,"288,000",,,"1,000","289,000","2,919,000",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-04-25,11.11,2025-01-02,"703,501,760",2024-12-31,"266,274,000","-50,420,000","-64,440,000","232,569,000"
"CHEMED CORP",19584,CHE,NYSE,310791746,"SUITE 2600","255 E FIFTH ST",CINCINNATI,Hamilton,OH,OHIO,"US Midwest",45202,"(513) 762-6690",DE,,,8082,"Home Health Care Services",621610,"Home Health Care Services",34,"PricewaterhouseCoopers LLP",1,,,,"2,627,000","175,000",0,0,0,,,0,"175,000","2,802,000",USD,,,0,2024-12-31,2024,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2025-04-07,529.8,2024-12-31,"7,712,036,864",2024-12-31,"2,431,287,000","301,999,000","360,043,000","1,668,575,000"
"Hayward Holdings, Inc.",1834622,HAYW,NYSE,822060643,"1415 VANTAGE PARK DRIVE, SUITE 400",,CHARLOTTE,Mecklenburg,NC,"NORTH CAROLINA","US Southeast",28203,"(908) 354-5400",,,,3580,"Refrigeration & Service Industry Machinery",423910,"Sporting and Recreational Goods and Supplies Merchant Wholesalers",34,"PricewaterhouseCoopers LLP",1,,,,"2,625,000",0,"45,000",0,"46,000",,,"264,000","355,000","2,980,000",USD,,,0,2024-12-31,2024,12,1231,"S&P 600 SmallCap","Russell 1000","DEF 14A",2025-04-04,15.29,2024-12-31,"3,299,253,504",2024-12-31,"1,051,606,000","118,655,000","-550,426,000","2,990,624,000"
"AURORA CANNABIS INC",1683541,ACB,"NASDAQ Capital Market",0000000,"2207 90B STREET SW",,EDMONTON,,A0,ALBERTA,Canada,"T6X 1V8","(604) 362-5207",A1,,,2833,"Medicinal Chemicals and Botanical Products",111419,"Other Food Crops Grown Under Cover",34,"KPMG LLP",4,"KPMG LLP Chartered Accountants",187,ONTARIO,"2,623,218",0,0,0,"201,664",,,0,"201,664","2,824,882",USD,,,0,2024-03-31,2024,03,0630,,,40-F,2024-06-20,4.39,2024-03-31,"239,456,048",2024-03-31,"199,251,000","-51,229,000","351,556,000","619,747,000"
"Equinox Gold Corp.",1756607,EQX,"NYSE MKT",000000000,"700 WEST PENDER ST., SUITE 1501",,VANCOUVER,,A1,"BRITISH COLUMBIA",Canada,"V6C 1G8","(604) 558-0560",A1,,,1040,"Metal Mining",212221,"Gold Ore Mining",34,"KPMG LLP",4,"KPMG LLP Chartered Accountants",187,ONTARIO,"2,622,375","80,750",0,0,"303,380","303,380",,0,"384,130","3,006,505",USD,,,0,2024-12-31,2024,12,1231,,,40-F,2025-03-19,5.31,2025-01-02,"1,688,653,568",2024-12-31,"1,514,120,000","339,287,000",,"6,713,595,000"
"Arhaus, Inc.",1875444,ARHS,"NASDAQ Global Select Market",871729256,"51 EAST HINES HILL ROAD",,"BOSTON HEIGHTS",Summit,OH,OHIO,"US Midwest",44236,"(440) 439-7700",DE,,,5712,"Furniture Stores",442110,"Furniture Stores",34,"PricewaterhouseCoopers LLP",1,,,,"2,622,000",0,0,0,"382,000",,,"2,000","384,000","3,006,000",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-04-10,9.4,2024-12-31,"503,032,192",2024-12-31,"1,271,107,000","68,550,000","332,784,000","1,206,316,000"
"SKYWORKS SOLUTIONS, INC.",4127,SWKS,"NASDAQ Global Select Market",042302115,"5260 CALIFORNIA AVENUE",,IRVINE,Orange,CA,CALIFORNIA,"US West",92617,"(949) 231-3000",DE,,,3674,"Semiconductors and Related Devices",334413,"Semiconductor and Related Device Manufacturing",34,"KPMG LLP",4,,,,"2,622,000","306,026",0,0,"818,008","763,008","55,000",0,"1,124,034","3,746,034",USD,,,0,2024-09-27,2024,09,1003,"S&P 500","Russell 1000","DEF 14A",2025-03-28,97.18,2024-09-25,"15,521,236,992",2024-09-27,"4,178,000,000","596,000,000","3,259,500,000","8,283,300,000"
"TEXAS CAPITAL BANCSHARES INC/TX",1077428,TCBI,"NASDAQ Global Select Market",752679109,"2000 MCKINNEY AVE","SUITE 700",DALLAS,Dallas,TX,TEXAS,"US Southwest",75201,"(214) 932-6600",,,,6022,"State Commercial Banks",522110,"Commercial Banking",34,"Ernst & Young LLP",2,,,,"2,620,000","400,000",0,0,"633,000",,,0,"1,033,000","3,653,000",USD,,,0,2024-12-31,2024,12,1231,"S&P 400 MidCap","Russell 2000","DEF 14A",2025-03-06,76.81,2025-01-02,"3,549,520,384",2024-12-31,"865,346,000","77,508,000","3,366,440,000","30,731,883,000"
"Rubrik, Inc.",1943896,RBRK,NYSE,464560494,"3495 DEER CREEK ROAD",,"PALO ALTO","Santa Clara",CA,CALIFORNIA,"US West",94304,"(844) 478-2745",DE,,,7372,"Prepackaged Software",0,,34,"KPMG LLP",4,,,,"2,620,000","95,000",0,0,"318,000",,,0,"413,000","3,033,000",USD,,,0,2024-01-31,2024,01,0131,,"Russell 1000","DEF 14A",2025-05-13,,,,2024-01-31,"627,892,000","-354,158,000","-804,887,000","873,610,000"
"Denali Therapeutics Inc.",1714899,DNLI,"NASDAQ Global Select Market",463872213,"161 OYSTER POINT BLVD.",,"SOUTH SAN FRANCISCO","San Mateo",CA,CALIFORNIA,"US West",94080,"(650) 866-8547",DE,,,2836,"Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,"Ernst & Young LLP",2,,,,"2,620,000",0,0,0,0,,,0,0,"2,620,000",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-04-17,20.84,2025-01-02,"2,999,326,720",2024-12-31,0,"-422,773,000",,"1,374,180,000"
"Doximity, Inc.",1516513,DOCS,NYSE,272485512,"500 THIRD STREET, SUITE 510",,"SAN FRANCISCO","San Francisco",CA,CALIFORNIA,"US West",94107,"(650) 549-4330",DE,,,7371,"Computer Programming Services",541511,"Custom Computer Programming Services",34,"Deloitte & Touche LLP",3,,,,"2,618,901",0,0,0,0,,,"7,391","7,391","2,626,292",USD,,,0,2024-03-31,2024,03,0331,"S&P 400 MidCap","Russell 1000","DEF 14A",2024-07-18,25.8,2024-04-02,"3,151,768,320",2024-03-31,"475,422,000","147,582,000","806,140,000","1,079,374,000"
"FIGS, Inc.",1846576,FIGS,NYSE,462005653,"2834 COLORADO AVENUE","SUITE 100","SANTA MONICA","Los Angeles",CA,CALIFORNIA,"US West",90404,"(420) 500-8209",DE,,,2300,"Apparel & Other Finishd Prods of Fabrics & Similar Matl",812332,"Industrial Launderers",34,"Ernst & Young LLP",2,,,,"2,618,000",0,0,0,"97,627",,,0,"97,627","2,715,627",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-04-24,6.19,2024-12-31,"953,280,768",2024-12-31,"555,558,000","2,720,000",,"509,787,000"
"Qfin Holdings, Inc.",1741530,QFIN,"NASDAQ Global Select Market",,"7/F LUJIAZUI FINANCE PLAZA","NO. 1217 DONGFANG ROAD","PUDONG NEW AREA, SHANGHAI",,F4,CHINA,Foreign,200122,862161516360,E9,,,6199,"Finance Services",511210,"Software Publishers",34,"Deloitte & Touche LLP",3,"Deloitte Touche Tohmatsu Certified Public Accountants LLP",499,CHINA,"2,617,677","77,773",0,0,"108,518",,,0,"186,291","2,803,969",USD,,,0,2024-12-31,2024,12,1231,,,20-F,2025-03-25,38.69,2025-01-02,"6,098,049,536",2024-12-31,"2,351,701,000","858,213,000","3,306,615,000","6,594,187,000"
"Tempus AI, Inc.",1717115,TEM,"NASDAQ Global Select Market",474903308,"600 WEST CHICAGO AVENUE","SUITE 510",CHICAGO,Cook,IL,ILLINOIS,"US Midwest",60654,"(800) 976-5448",NV,,,7370,"Services-Computer Programming, Data Processing, Etc.",518210,"Data Processing, Hosting, and Related Services",34,"PricewaterhouseCoopers LLP",1,,,,"2,617,000",0,0,0,0,,,"2,000","2,000","2,619,000",USD,,,0,2024-12-31,2024,12,1231,,"Russell 1000","DEF 14A",2025-04-07,33.76,2024-12-31,"5,298,007,552",2024-12-31,"693,398,000","-705,809,000","-28,720,000","926,116,000"
"VERACYTE, INC.",1384101,VCYT,"NASDAQ Global Market",205455398,"6000 SHORELINE COURT, SUITE 300",,"SOUTH SAN FRANCISCO","San Mateo",CA,CALIFORNIA,"US West",94080,"(650) 243-6300",DE,,,8071,"Medical Laboratories",621511,"Medical Laboratories",34,"Ernst & Young LLP",2,,,,"2,615,955",0,0,0,0,,,0,0,"2,615,955",USD,,,0,2024-12-31,2024,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2025-04-29,40.44,2025-01-02,"3,134,085,120",2024-12-31,"445,764,000","24,138,000","327,865,000","1,300,035,000"
"BOISE CASCADE Co",1328581,BCC,NYSE,201496201,"1111 WEST JEFFERSON STREET, SUITE 300","P. O. BOX 50",BOISE,Ada,ID,IDAHO,"US West",83702,"(208) 384-6161",ID,,,5030,"Wholesale-Lumber & Other Construction Materials",321999,"All Other Miscellaneous Wood Product Manufacturing",34,"KPMG LLP",4,,,,"2,615,691","10,000",0,0,"47,000",,,0,"57,000","2,672,691",USD,,,0,2024-12-31,2024,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2025-03-21,118.86,2024-12-31,"4,538,431,488",2024-12-31,"6,724,294,000","376,354,000","1,806,302,000","3,369,383,000"
"FACTSET RESEARCH SYSTEMS INC",1013237,FDS,NYSE,133362547,"45 GLOVER AVENUE",,NORWALK,Fairfield,CT,CONNECTICUT,"US New England",06850,"(203) 810-1000",DE,,,7370,"Services-Computer Programming, Data Processing, Etc.",511210,"Software Publishers",34,"Ernst & Young LLP",2,,,,"2,615,600",0,0,0,"378,000",,,0,"378,000","2,993,600",USD,,,0,2024-08-31,2024,08,0831,"S&P 500","Russell 1000","DEF 14A",2024-10-30,417.63,2024-08-29,"15,886,640,128",2024-08-31,"2,203,056,000","537,126,000","-942,810,000","4,055,040,000"
"SYNOVUS FINANCIAL CORP",18349,SNV,NYSE,581134883,"33 W 14TH STREET",,COLUMBUS,Muscogee,GA,GEORGIA,"US Southeast",31901,"(706) 641-6500",X1,,,6021,"National Commercial Banks",522110,"Commercial Banking",34,"KPMG LLP",4,,,,"2,615,581",0,0,0,"252,482",,,"1,780","254,262","2,869,843",USD,,,0,2024-12-31,2024,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2025-03-12,50.84,2025-01-02,"7,202,262,016",2024-12-31,"1,852,496,000","482,460,000","4,729,799,000","60,233,644,000"
"Core & Main, Inc.",1856525,CNM,NYSE,863149194,"1830 CRAIG PARK COURT",,"ST. LOUIS","Saint Louis",MO,MISSOURI,"US Southeast",63146,"(314) 432-4700",DE,,,5099,"Durable Goods, NEC",221310,"Water Supply and Irrigation Systems",34,"PricewaterhouseCoopers LLP",1,,,,"2,610,000","82,300",0,0,"695,542",,,0,"777,842","3,387,842",USD,,,0,2024-01-28,2024,01,0131,"S&P 400 MidCap","Russell 1000","DEF 14A",2024-05-14,41.31,2024-01-31,"7,917,623,808",2024-01-28,"6,702,000,000","371,000,000","-894,000,000","5,069,000,000"
"UiPath, Inc.",1734722,PATH,NYSE,474333187,"ONE VANDERBILT AVENUE","60TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10017,"(844) 432-0455",DE,,,7372,"Prepackaged Software",511210,"Software Publishers",34,"KPMG LLP",4,,,,"2,608,000","145,000",0,0,"9,000",,,0,"154,000","2,762,000",USD,,,0,2024-01-31,2024,01,0131,,"Russell 1000","DEF 14A",2024-05-09,22.98,2024-01-31,"11,187,123,200",2024-01-31,"1,308,072,000","-89,883,000","1,912,384,000","2,954,758,000"
"VAALCO ENERGY INC /DE/",894627,EGY,NYSE,760274813,"2500 CITYWEST BLVD.","SUITE 400",HOUSTON,Harris,TX,TEXAS,"US Southwest",77042,"(713) 623-0801",DE,,,1311,"Crude Petroleum and Natural Gas",211111,"Crude Petroleum and Natural Gas Extraction",34,"KPMG LLP",4,,,,"2,608,000",0,0,0,0,,,"380,000","380,000","2,988,000",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-04-25,4.37,2024-12-31,"453,357,632",2024-12-31,"478,988,000","58,490,000",,"954,950,000"
"Enphase Energy, Inc.",1463101,ENPH,"NASDAQ Global Market",204645388,"47281 BAYSIDE PARKWAY",,FREMONT,Alameda,CA,CALIFORNIA,"US West",94538,"(707) 763-4784",DE,,,3674,"Semiconductors and Related Devices",335999,"All Other Miscellaneous Electrical Equipment and Component Manufacturing",34,"Deloitte & Touche LLP",3,,,,"2,606,000",0,0,0,"452,000",,,0,"452,000","3,058,000",USD,,,0,2024-12-31,2024,12,1231,"S&P 600 SmallCap","Russell 1000","DEF 14A",2025-04-04,71.36,2025-01-02,"9,641,208,832",2024-12-31,"1,330,383,000","102,658,000","579,047,000","3,249,676,000"
"Matterport, Inc./DE",1819394,,NAS,851695048,"352 EAST JAVA DRIVE",,SUNNYVALE,"Santa Clara",CA,CALIFORNIA,"US West",94089,"(650) 641-2241",DE,,,7372,"Prepackaged Software",511210,"Software Publishers",34,"PricewaterhouseCoopers LLP",1,,,,"2,605,000","87,000",0,0,"100,000",,,"2,000","189,000","2,794,000",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-02-26,4.74,2024-12-31,"1,549,316,352",2024-12-31,"169,699,000","-256,621,000","320,200,000","543,668,000"
"CSG SYSTEMS INTERNATIONAL INC",1005757,CSGS,"NASDAQ Global Select Market",470783182,"169 INVERNESS DR W","SUITE 300",ENGLEWOOD,Arapahoe,CO,COLORADO,"US West",80112,"(303) 796-2850",DE,,,7374,"Computer Processing and Data Preparation and Processing Services",518210,"Data Processing, Hosting, and Related Services",34,"KPMG LLP",4,,,,"2,603,200","726,800",0,0,"14,600",,,0,"741,400","3,344,600",USD,,,0,2024-12-31,2024,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2025-04-01,50.56,2025-01-02,"1,470,924,928",2024-12-31,"1,197,248,000","86,852,000","-153,585,000","1,500,687,000"
"Integer Holdings Corp",1114483,ITGR,NYSE,161531026,"5830 GRANITE PARKWAY., SUITE 1150",,PLANO,Collin,TX,TEXAS,"US Southwest",75024,"(214) 618-5243",DE,,,3845,"Electromedical and Electrotherapeutic Apparatus",335912,"Primary Battery Manufacturing",34,"Deloitte & Touche LLP",3,,,,"2,602,663",0,"54,340",0,"241,014",,,0,"295,354","2,898,017",USD,,,0,2024-12-31,2024,12,1230,"S&P 600 SmallCap","Russell 2000","DEF 14A",2025-04-07,132.52,2024-12-31,"4,445,550,080",2024-12-31,"1,716,596,000","119,896,000","-176,800,000","3,077,971,000"
"Mueller Water Products, Inc.",1350593,MWA,NYSE,203547095,"1200 ABERNATHY RD, NE","SUITE 1200",ATLANTA,Fulton,GA,GEORGIA,"US Southeast",30328,"(770) 206-4200",DE,,,3490,"Miscellaneous Fabricated Metal Products",237110,"Water and Sewer Line and Related Structures Construction",34,"Ernst & Young LLP",2,,,,"2,600,000",0,0,0,"100,000",,,0,"100,000","2,700,000",USD,,,0,2024-09-30,2024,09,0930,"S&P 600 SmallCap","Russell 2000","DEF 14A",2024-12-18,21.49,2024-10-02,"3,348,057,600",2024-09-30,"1,314,700,000","115,900,000","419,700,000","1,635,900,000"
"STEELCASE INC",1050825,SCS,NYSE,380819050,"901 44TH STREET SE",,"GRAND RAPIDS",Kent,MI,MICHIGAN,"US Midwest",49508,"(616) 247-2710",MI,,,2522,"Office Furniture, Except Wood",337214,"Office Furniture (except Wood) Manufacturing",34,"Deloitte & Touche LLP",3,,,,"2,600,000",0,0,0,"706,000",,,0,"706,000","3,306,000",USD,,,0,2024-02-23,2024,02,0227,,"Russell 2000","DEF 14A",2024-05-29,13.74,2024-02-29,"1,290,667,136",2024-02-23,"3,159,600,000","81,100,000","517,700,000","2,236,700,000"
"Ready Capital Corp",1527590,RC,NYSE,900729143,"1251 AVENUE OF THE AMERICAS","50TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10020,"(800) 453-3548",MD,,,6798,"Real Estate Investment Trusts",525930,"Real Estate Investment Trusts",34,"Deloitte & Touche LLP",3,,,,"2,599,839",0,0,0,0,,,0,0,"2,599,839",USD,,,0,2024-12-31,2024,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2025-04-29,6.82,2024-12-31,"1,110,243,968",2024-12-31,"27,354,000","-435,755,000",,"10,141,921,000"
"DT Midstream, Inc.",1842022,DTM,NYSE,382663964,"500 WOODWARD AVENUE","SUITE 2900",DETROIT,Wayne,MI,MICHIGAN,"US Midwest",48226-1279,"(313) 402-8532",DE,,,4922,"Natural Gas Transmission",221210,"Natural Gas Distribution",34,"PricewaterhouseCoopers LLP",1,,,,"2,598,000",0,0,0,"63,833",,,"2,000","65,833","2,663,833",USD,,,0,2024-12-31,2024,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2025-03-27,99.43,2024-12-31,"10,074,734,592",2024-12-31,"981,000,000","354,000,000","1,930,000,000","9,935,000,000"
"PubMatic, Inc.",1422930,PUBM,"NASDAQ Global Market",205863224,"601 MARSHALL STREET",,"REDWOOD CITY","San Mateo",CA,CALIFORNIA,"US West",94063,"(650) 331-3485",DE,,,7370,"Services-Computer Programming, Data Processing, Etc.",518210,"Data Processing, Hosting, and Related Services",34,"Deloitte & Touche LLP",3,,,,"2,591,174",0,0,0,"287,088",,,"1,895","288,983","2,880,157",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-04-17,14.69,2024-12-31,"585,543,424",2024-12-31,"291,256,000","12,504,000","243,402,000","739,519,000"
"OXFORD INDUSTRIES INC",75288,OXM,NYSE,580831862,"999 PEACHTREE STREET NE","SUITE 688",ATLANTA,Fulton,GA,GEORGIA,"US Southeast",30309,"(404) 659-2424",GA,,,2320,"Men's & Boys' Furnishgs, Work Clothg, & Allied Garments",315228,"Men's and Boys' Cut and Sew Other Outerwear Manufacturing",34,"Ernst & Young LLP",2,,,,"2,590,680","2,000",0,0,"96,430",,,0,"98,430","2,689,110",USD,,,0,2024-02-03,2024,1,0201,"S&P 600 SmallCap","Russell 2000","DEF 14A",2024-05-14,95.87,2024-02-05,"1,497,977,984",2024-02-03,"1,571,475,000","60,703,000","271,623,000","1,097,844,000"
"MGIC INVESTMENT CORP",876437,MTG,NYSE,391486475,"250 EAST KILBOURN AVENUE",,MILWAUKEE,Milwaukee,WI,WISCONSIN,"US Midwest",53202,"(414) 347-6480",WI,,,6351,"Surety Insurance",524210,"Insurance Agencies and Brokerages",34,"PricewaterhouseCoopers LLP",1,,,,"2,590,000",0,0,0,"130,000",,,"2,000","132,000","2,722,000",USD,,,0,2024-12-31,2024,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2025-03-21,23.67,2025-01-02,"5,997,157,888",2024-12-31,"1,207,731,000","762,994,000",,"6,547,235,000"
"Xponential Fitness, Inc.",1802156,XPOF,NYSE,844395129,"17877 VON KARMAN AVE","SUITE 100",IRVINE,Orange,CA,CALIFORNIA,"US West",92614,"(949) 346-3000",DE,,,7990,"Services-Miscellaneous Amusement & Recreation",713940,"Fitness and Recreational Sports Centers",34,"Deloitte & Touche LLP",3,,,,"2,583,696",0,0,0,"1,036,304",,,"1,895","1,038,199","3,621,895",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-04-25,13.95,2025-01-02,"450,404",2024-12-31,"320,346,000","-67,658,000","-335,945,000","403,397,000"
"Permian Resources Corp",1658566,PR,NYSE,475381253,"300 N. MARIENFELD ST.","SUITE 1000",MIDLAND,Midland,TX,TEXAS,"US Southwest",79701,"(432) 695-4222",DE,,,1311,"Crude Petroleum and Natural Gas",211111,"Crude Petroleum and Natural Gas Extraction",34,"KPMG LLP",4,,,,"2,580,000",0,0,0,0,,,0,0,"2,580,000",USD,,,0,2024-12-31,2024,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2025-04-10,14.38,2024-12-31,"10,120,270,848",2024-12-31,"5,000,734,000","984,701,000",,"16,897,900,000"
"AVALONBAY COMMUNITIES INC",915912,AVB,NYSE,770404318,"4040 WILSON BOULEVARD","STE 1000",ARLINGTON,Arlington,VA,VIRGINIA,"US Mid Atlantic",22203,"(703) 329-6300",MD,,,6798,"Real Estate Investment Trusts",525990,"Other Financial Vehicles",34,"Ernst & Young LLP",2,,,,"2,578,639","702,058",0,0,"628,607",,,0,"1,330,665","3,909,304",USD,,,0,2024-12-31,2024,12,1231,"S&P 500","Russell 1000","DEF 14A",2025-04-02,217.07,2025-01-02,"30,875,437,056",2024-12-31,"2,913,757,000","1,081,994,000",,"21,000,737,000"
"Tarsus Pharmaceuticals, Inc.",1819790,TARS,"NASDAQ Global Market",814717861,"15440 LAGUNA CANYON ROAD",,IRVINE,Orange,CA,CALIFORNIA,"US West",92618,"(949) 409-9820",DE,,,2836,"Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,"Ernst & Young LLP",2,,,,"2,577,000",0,0,0,0,,,0,0,"2,577,000",USD,,,0,2024-12-31,2024,12,1231,,"Russell 2000","DEF 14A",2025-04-28,55.37,2024-12-31,"2,123,429,888",2024-12-31,"182,953,000","-115,554,000","216,208,000","376,991,000"
"Verisk Analytics, Inc.",1442145,VRSK,"NASDAQ Global Select Market",262994223,"545 WASHINGTON BOULEVARD",,"JERSEY CITY",Hudson,NJ,"NEW JERSEY","US Mid Atlantic",07310-1686,"(201) 469-2000",DE,,,7374,"Computer Processing and Data Preparation and Processing Services",541611,"Administrative Management and General Management Consulting Services",34,"Deloitte & Touche LLP",3,,,,"2,575,000","139,000",0,0,"1,278,000",,,0,"1,417,000","3,992,000",USD,,,0,2024-12-31,2024,12,1231,"S&P 500","Russell 1000","DEF 14A",2025-04-04,275.43,2024-12-31,"38,674,403,328",2024-12-31,"2,881,700,000","958,200,000","-2,018,900,000","4,264,700,000"
