Company,"CIK Code",Ticker,Market,"IRS Number","Bus Street 1","Bus Street 2",City,County,"State Code","State Name",Region,Zip,"Bus Phone","Incorporation State Code","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act",Auditor,"Auditor Key","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate Country","Audit Fees ($)","Audit Related Fees ($)","Benefit Plan Related Fees ($)","FISDI Fees ($)","Tax Related Fees ($)","Tax Related Fees - Compliance ($)","Tax Related Fees - Non-Compliance ($)","Other/Misc Fees ($)","Total Non Audit Fees ($)","Total Fees ($)",Currency,"Fees Include Subsidiaries","Fees Included In Parent Filings","Restated Fees","Year Ended Date","Year Ended","Year Ended Month (Ideal)","Fiscal Year Ends (Currently Reported)","S&P Index","Russell Index",Source,"Source Date","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
"TAPESTRY, INC.",1116132,TPR,NYSE,522242751,"10 HUDSON YARDS",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10001,"(212) 946-8400",MD,,,3100,"Leather & Leather Products",316992,"Women's Handbag and Purse Manufacturing",34,"Deloitte & Touche LLP",3,,,,"4,944,000","118,000",0,0,"1,281,000",,,"25,000","1,424,000","6,368,000",USD,,,0,2020-06-27,2020,06,0627,"S&P 500","Russell 1000","DEF 14A",2020-09-25,13.28,2020-06-30,"3,667,936,000",2020-06-27,"4,961,400,000","-652,100,000","-404,100,000","7,924,200,000"
"MEXICAN PETROLEUM",932782,,,000000000,"AVENIDA MARINA NACIONAL NO. 329","COLONIA VERONICA ANZURES","COL ANAHUAC",,O5,MEXICO,Foreign,11311,5255-1944-2500,O5,,,1311,"Crude Petroleum and Natural Gas",211111,"Crude Petroleum and Natural Gas Extraction",34,"KPMG LLP",4,"KPMG Cardenas Dosal SC",75,MEXICO,"4,940,538","749,886",0,0,"410,017",,,0,"1,159,902","6,100,440",USD,Uncertain,,0,2020-12-31,2020,12,1231,,,20-F,2021-05-17,,,,2020-12-31,"47,805,715,000","-25,518,054,000","-121,687,270,000","96,672,361,000"
"PLAINS GP HOLDINGS LP",1581990,PAGP,"NASDAQ Global Market",901005472,"333 CLAY ST","SUITE 1600",HOUSTON,Harris,TX,TEXAS,"US Southwest",77002,"(713) 646-4100",DE,,,4610,"Pipelines, Except Natural Gas",486910,"Pipeline Transportation of Refined Petroleum Products",34,"PricewaterhouseCoopers LLP",1,,,,"4,900,000",0,0,0,"1,800,000",,,0,"1,800,000","6,700,000",USD,Yes,,0,2020-12-31,2020,12,1231,,,"DEF 14A",2021-04-12,8.45,2020-12-31,"1,639,734,656",2020-12-31,"23,290,000,000","-568,000,000","1,464,000,000","25,951,000,000"
"Gates Industrial Corp plc",1718512,GTES,NYSE,981395184,"1144 FIFTEENTH STREET",,DENVER,Denver,CO,COLORADO,"US West",80202,"(303) 744-4876",X0,,,3560,"General Industrial Machinery & Equipment",333613,"Mechanical Power Transmission Equipment Manufacturing",34,"Deloitte & Touche LLP",3,,,,"4,900,000","100,000",0,0,"200,000",,,0,"300,000","5,200,000",USD,,,0,2021-01-02,2020,12,1228,"S&P 600 SmallCap","Russell 1000","DEF 14A",2021-04-27,12.5,2021-01-04,"3,634,875,136",2021-01-02,"2,793,000,000","79,400,000","-1,103,100,000","7,426,300,000"
"Baidu, Inc.",1329099,BIDU,"NASDAQ Global Select Market",000000000,"BAIDU CAMPUS, NO. 10 SHANGDI 10TH STREET","HAIDIAN DISTRICT",BEIJING,,F4,CHINA,Foreign,100085,(86-10)59928888,E9,,,7370,"Services-Computer Programming, Data Processing, Etc.",518210,"Data Processing, Hosting, and Related Services",34,"Ernst & Young LLP",2,"Ernst & Young Hua Ming LLP",211,CHINA,"4,860,774","804,088",0,0,0,,,0,"804,088","5,664,863",USD,,,0,2020-12-31,2020,12,1231,,,20-F,2021-03-09,195.07,2020-12-29,"53,413,326,848",2020-12-31,"16,373,000,000","3,436,000,000","22,712,000,000","50,874,000,000"
"NISOURCE INC.",1111711,NI,NYSE,352108964,"801 EAST 86TH AVE",,MERRILLVILLE,Lake,IN,INDIANA,"US Midwest",46410-6272,"(219) 647-5200",DE,,,4931,"Electric and Other Services Combined",211111,"Crude Petroleum and Natural Gas Extraction",34,"Deloitte & Touche LLP",3,,,,"4,853,000","565,436",0,0,"187,878",,,"21,238","774,552","5,627,552",USD,Uncertain,,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000","DEF 14A",2021-04-19,22.94,2020-12-31,"8,986,975,232",2020-12-31,"4,681,700,000","-17,600,000","4,266,300,000","22,040,500,000"
"Ingredion Inc",1046257,INGR,NYSE,223514823,"5 WESTBROOK CORPORATE CENTER",,WESTCHESTER,Cook,IL,ILLINOIS,"US Midwest",60154,"(708) 551-2600",DE,,,2040,"Grain Mill Products",311422,"Specialty Canning",34,"KPMG LLP",4,,,,"4,850,000","55,600",0,0,"10,000",,,0,"65,600","4,915,600",USD,,,0,2020-12-31,2020,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2021-04-07,78.67,2020-12-31,"5,272,111,616",2020-12-31,"5,987,000,000","348,000,000","1,705,000,000","6,858,000,000"
"SYNOPSYS INC",883241,SNPS,"NASDAQ Global Select Market",561546236,"675 ALMANOR AVE",,SUNNYVALE,"Santa Clara",CA,CALIFORNIA,"US West",94085,"(650) 584-5000",DE,,,7372,"Prepackaged Software",511210,"Software Publishers",34,"KPMG LLP",4,,,,"4,850,000",0,0,0,"14,000",,,"13,000","27,000","4,877,000",USD,,,0,2020-10-31,2020,10,1231,"S&P 500","Russell 1000","DEF 14A",2021-02-18,213.86,2020-10-31,"32,638,885,888",2020-10-31,"3,685,281,000","664,347,000","1,287,968,000","8,030,062,000"
"PROG Holdings, Inc.",1808834,PRG,NYSE,852484385,"256 W. DATA DRIVE",,DRAPER,"Salt Lake",UT,UTAH,"US West",84020,"(385) 351-1369",GA,,,7359,"Equipment Rental and Leasing, NEC",532299,"All Other Consumer Goods Rental",34,"Ernst & Young LLP",2,,,,"4,838,678","25,000",0,0,"1,963,296",,,"7,200","1,995,496","6,834,174",USD,,,0,2020-12-31,2020,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2021-05-11,53.87,2020-12-31,"3,648,221,184",2020-12-31,"2,484,595,000","-61,465,000","542,914,000","1,317,404,000"
"CABOT CORP",16040,CBT,NYSE,042271897,"TWO SEAPORT LANE SUITE 1400",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02210,"(617) 345-0100",DE,,,2890,"Miscellaneous Chemical Products",325211,"Plastics Material and Resin Manufacturing",34,"Deloitte & Touche LLP",3,,,,"4,833,000","149,000",0,0,0,,,0,"149,000","4,982,000",USD,,,0,2020-09-30,2020,09,0930,"S&P 400 MidCap","Russell 2000","DEF 14A",2021-01-27,36.03,2020-09-30,"2,034,492,928",2020-09-30,"2,614,000,000","-238,000,000","454,000,000","2,781,000,000"
"STARZ ENTERTAINMENT CORP /CN/",929351,LGF.A,NYSE,N/A,"1647 STEWART ST.",,"SANTA MONICA","Los Angeles",CA,CALIFORNIA,"US West",90404,"(877) 848-3866",A1,,,7812,"Motion Picture and Video Tape Production",512120,"Motion Picture and Video Distribution",34,"Ernst & Young LLP",2,,,,"4,830,651","1,169,300",0,0,"4,399,274","1,901,138","2,498,136",0,"5,568,574","10,399,225",USD,,,0,2020-03-31,2020,03,0331,,"Russell 2000","DEF 14A",2020-07-28,6.08,2020-03-31,"504,640,000",2020-03-31,"3,890,000,000","-188,400,000","-1,727,300,000","7,951,200,000"
"Keysight Technologies, Inc.",1601046,KEYS,NYSE,464254555,"1400 FOUNTAINGROVE PARKWAY",,"SANTA ROSA",Sonoma,CA,CALIFORNIA,"US West",95403,"(877) 424-4536",DE,,,3823,"Industrial Instruments for Measurement, Display, and Control of Process Variables; and Related Products",334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Proc",34,"PricewaterhouseCoopers LLP",1,,,,"4,830,240","13,670",0,0,"78,826","70,829","7,997","2,700","95,196","4,925,436",USD,,,0,2020-10-31,2020,10,1031,"S&P 500","Russell 1000","DEF 14A",2021-01-29,104.87,2020-10-31,"19,432,411,136",2020-10-31,"4,221,000,000","627,000,000","1,399,000,000","7,218,000,000"
"AGILENT TECHNOLOGIES, INC.",1090872,A,NYSE,770518772,"5301 STEVENS CREEK BLVD",,"SANTA CLARA","Santa Clara",CA,CALIFORNIA,"US West",95051,"(408) 345-8886",DE,,,3826,"Laboratory Analytical Instruments",334515,"Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals",34,"PricewaterhouseCoopers LLP",1,,,,"4,826,000","183,000",0,0,"23,000",,,"10,000","216,000","5,042,000",USD,,,0,2020-10-31,2020,10,1031,"S&P 500","Russell 1000","DEF 14A",2021-02-04,102.09,2020-10-31,"31,239,540,736",2020-10-31,"5,339,000,000","719,000,000","440,000,000","9,627,000,000"
"STERIS plc",1757898,STE,NYSE,981455064,"70 SIR JOHN ROGERSON'S QUAY",,DUBLIN,,L2,IRELAND,Foreign,2,35312322000,L2,,,3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies",339113,"Surgical Appliance and Supplies Manufacturing",34,"Ernst & Young LLP",2,,,,"4,824,000","2,000",0,0,"266,000",,,0,"268,000","5,092,000",USD,,,0,2020-03-31,2020,03,0331,"S&P 500","Russell 1000","DEF 14A",2020-06-05,139.97,2020-03-31,"11,886,812,160",2020-03-31,"3,030,895,000","407,659,000","472,318,000","5,425,582,000"
"ONITY GROUP INC.",873860,ONIT,NYSE,650039856,"1661 WORTHINGTON ROAD","SUITE 100","WEST PALM BEACH",,GA,GEORGIA,"US Southeast",33409,"(561) 682-8000",FL,,,6162,"Mortgage Bankers and Loan Correspondents",522120,"Savings Institutions",34,"Deloitte & Touche LLP",3,,,,"4,821,470","696,463",0,0,"2,178,565",,,"150,000","3,025,028","7,846,498",USD,,,0,2020-12-31,2020,12,1231,,"Russell 2000","DEF 14A",2021-04-16,28.09,2020-12-29,"243,933,392",2020-12-31,"874,100,000","-40,500,000",,"10,651,127,000"
"SONOCO PRODUCTS CO",91767,SON,NYSE,570248420,"ONE NORTH SECOND ST","P O BOX 160",HARTSVILLE,Darlington,SC,"SOUTH CAROLINA","US Southeast",29551-0160,"(843) 383-7000",SC,,,2650,"Paperboard Containers & Boxes",322130,"Paperboard Mills",34,"PricewaterhouseCoopers LLP",1,,,,"4,818,000","183,000",0,0,"1,376,000",,,0,"1,559,000","6,377,000",USD,,,0,2020-12-31,2020,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2021-03-17,59.25,2020-12-31,"5,951,484,928",2020-12-31,"5,237,443,000","207,463,000","188,416,000","5,277,259,000"
"Ferroglobe PLC",1639877,GSM,"NASDAQ Global Select Market",,"THE SCALPEL, 18TH FLOOR, 52 LIME STREET",,LONDON,,X0,"UNITED KINGDOM",Foreign,"EC3M 7AF","34 91 590 3219",X0,,,1000,"Metal mining",423510,"Metal Service Centers and Other Metal Merchant Wholesalers",34,"Deloitte & Touche LLP",3,"Deloitte SL",282,SPAIN,"4,810,000","38,000",0,0,"3,000",,,0,"41,000","4,851,000",USD,,,0,2020-12-31,2020,12,1231,,"Russell 2000",20-F,2021-04-30,1.54,2020-12-29,"260,461,312",2020-12-31,"1,144,434,000","-246,339,000","200,757,000","1,347,145,000"
"CAMPBELL'S Co",16732,CPB,"NASDAQ Global Select Market",210419870,"CAMPBELL PL",,CAMDEN,Camden,NJ,"NEW JERSEY","US Mid Atlantic",08103,"(856) 342-4800",NJ,,,2000,"Food and Kindred Products",311999,"All Other Miscellaneous Food Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"4,808,000","39,000",0,0,"3,295,000",,,"5,000","3,339,000","8,147,000",USD,,,0,2020-08-02,2020,7,0731,"S&P 500","Russell 1000","DEF 14A",2020-10-02,50.45,2020-08-04,"15,244,194,816",2020-08-02,"8,691,000,000","1,628,000,000","-4,773,000,000","12,372,000,000"
"UNITED STATES STEEL CORP",1163302,,NYS,251897152,"600 GRANT ST","ROOM 1500",PITTSBURGH,Allegheny,PA,PENNSYLVANIA,"US Mid Atlantic",15219-2800,"(415) 433-2967",DE,,,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling Mills",331111,"Iron and Steel Mills",34,"PricewaterhouseCoopers LLP",1,,,,"4,800,000","300,000",0,0,"200,000",,,0,"500,000","5,300,000",USD,,,0,2020-12-31,2020,12,1231,,,"DEF 14A",2021-03-12,16.77,2020-12-31,"3,696,652,288",2020-12-31,"9,741,000,000","-1,165,000,000","3,657,000,000","12,059,000,000"
"CNO Financial Group, Inc.",1224608,CNO,NYSE,753108137,"11299 ILLINOIS STREET, SUITE 200",,CARMEL,Hamilton,IN,INDIANA,"US Midwest",46032,"(317) 817-6100",DE,,,6321,"Accident and Health Insurance",524130,"Reinsurance Carriers",34,"PricewaterhouseCoopers LLP",1,,,,"4,800,000",0,0,0,0,,,0,0,"4,800,000",USD,Yes,,0,2020-12-31,2020,12,1231,"S&P 400 MidCap","Russell 2000","DEF 14A",2021-03-26,22.23,2020-12-31,"3,007,254,784",2020-12-31,"3,821,100,000","301,800,000",,"35,339,900,000"
"CIRCOR INTERNATIONAL INC",1091883,,NYS,043477276,"C/O CIRCOR INC","30 CORPORATE DR., SUITE 200",BURLINGTON,Middlesex,MA,MASSACHUSETTS,"US New England",01803-4238,"(781) 270-1200",DE,,,3490,"Miscellaneous Fabricated Metal Products",332911,"Industrial Valve Manufacturing",34,"Ernst & Young LLP",2,,,,"4,800,000",0,0,0,"9,000","9,000",,"8,000","17,000","4,817,000",USD,,,0,2020-12-31,2020,12,1231,,,"DEF 14A",2021-04-13,38.44,2020-12-31,"768,850,944",2020-12-31,"765,219,000","-218,614,000","-337,620,000","1,082,857,000"
"CARLISLE COMPANIES INC",790051,CSL,NYSE,311168055,"16430 N. SCOTTSDALE RD.","SUITE 400",SCOTTSDALE,Maricopa,AZ,ARIZONA,"US Southwest",85254,"(480) 781-5000",DE,,,3060,"Fabricated Rubber Products, NEC",326291,"Rubber Product Manufacturing for Mechanical Use",34,"Deloitte & Touche LLP",3,,,,"4,798,389","115,541",0,0,"631,729",,,0,"747,270","5,545,659",USD,,,0,2020-12-31,2020,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2021-03-23,156.18,2020-12-31,"8,261,921,792",2020-12-31,"3,969,900,000","320,100,000","-64,900,000","5,866,400,000"
"FOOT LOCKER, INC.",850209,FL,NYS,133513936,"FOOT LOCKER, INC.","330 WEST 34TH STREET","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10001,"(212) 720-3700",NY,,,5661,"Shoe Stores",448210,"Shoe Stores",34,"KPMG LLP",4,,,,"4,776,000","844,000",0,0,"273,000",,,0,"1,117,000","5,893,000",USD,,,0,2020-02-01,2020,1,0201,,"Russell 2000","DEF 14A",2020-04-09,39.55,2020-02-03,"4,135,558,912",2020-02-01,"8,005,000,000","491,000,000","2,297,000,000","6,589,000,000"
"Acushnet Holdings Corp.",1672013,GOLF,NYSE,452644353,"333 BRIDGE STREET",,FAIRHAVEN,Bristol,MA,MASSACHUSETTS,"US New England",02719,"(800) 225-8500",DE,,,3949,"Sporting and Athletic Goods, NEC",339920,"Sporting and Athletic Goods Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"4,768,929","109,000",0,0,"573,737",,,"10,291","693,028","5,461,957",USD,,,0,2020-12-31,2020,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2021-04-16,40.54,2020-12-31,"2,999,741,696",2020-12-31,"1,612,169,000","96,006,000","295,356,000","1,866,555,000"
"Optimum Communications, Inc.",1702780,OPTU,NYSE,383980194,"1 COURT SQUARE WEST",,"LONG ISLAND CITY",Queens,NY,"NEW YORK","US Mid Atlantic",11101,"(516) 803-2300",DE,,,4841,"Cable and Other Pay Television Services",517110,"Wired Telecommunications Carriers",34,"KPMG LLP",4,,,,"4,765,000","1,090,000",0,0,"855,000",,,"282,000","2,227,000","6,992,000",USD,,,1,2020-12-31,2020,12,1231,,"Russell 2000","DEF 14A",2022-04-29,37.87,2020-12-31,"11,004,024,832",2020-12-31,"9,894,642,000","436,183,000","-25,124,966,000","33,376,660,000"
"PHIBRO ANIMAL HEALTH CORP",1069899,PAHC,"NASDAQ Global Market",131840497,"GLENPOINTE CENTRE EAST, 3RD FLOOR","300 FRANK W. BURR BLVD., SUITE 21",TEANECK,Bergen,NJ,"NEW JERSEY","US Mid Atlantic",07666,"(201) 329-7300",NY,,,2834,"Pharmaceutical Preparations",311119,"Other Animal Food Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"4,765,000",0,0,0,"527,000",,,"6,000","533,000","5,298,000",USD,,,0,2020-06-30,2020,06,0630,"S&P 600 SmallCap","Russell 2000","DEF 14A",2020-09-18,26.27,2020-06-30,"532,954,560",2020-06-30,"800,354,000","33,552,000","64,528,000","784,100,000"
"Noble Corp",1458891,,NYS,981575532,"13135 DAIRY ASHFORD","SUITE 800","SUGAR LAND","Fort Bend",TX,TEXAS,"US Southwest",77478,"(281) 276-6100",X0,,,1381,"Drilling Oil and Gas Wells",213111,"Drilling Oil and Gas Wells",34,"PricewaterhouseCoopers LLP",1,,,,"4,753,000","12,000",0,0,"839,000","134,000","705,000","184,000","1,035,000","5,788,000",USD,Uncertain,,0,2020-12-31,2020,12,1231,,,10-K/A,2021-04-16,0.0268,2020-12-29,"674,160",2020-12-31,"964,272,000","-3,978,459,000","3,928,255,000","4,263,937,000"
"ICL Group Ltd.",941221,ICL,NYSE,,"MILLENNIUM TOWER","23 ARANHA STREET, P.O. BOX 20245","TEL AVIV",,L3,ISRAEL,Foreign,,"(972-3) 684-4400",L3,,,2870,"Agricultural Chemicals",325314,"Fertilizer (Mixing Only) Manufacturing",34,"KPMG LLP",4,"Somekh Chaikin Certified Public Accountants (Israel)",220,ISRAEL,"4,739,000","146,000",0,0,"1,643,000",,,0,"1,789,000","6,528,000",USD,,,0,2020-12-31,2020,12,1231,,,20-F,2021-03-02,4.86,2020-12-29,"6,222,505,472",2020-12-31,"5,043,000,000","11,000,000","3,260,000,000","9,664,000,000"
"Booz Allen Hamilton Holding Corp",1443646,BAH,NYSE,262634160,"8283 GREENSBORO DRIVE",,MCLEAN,Fairfax,VA,VIRGINIA,"US Mid Atlantic",22102,"(703) 902-5000",DE,,,8742,"Management Consulting Services",541611,"Administrative Management and General Management Consulting Services",34,"Ernst & Young LLP",2,,,,"4,733,000","545,000",0,0,"1,538,000",,,"183,000","2,266,000","6,999,000",USD,,,0,2020-03-31,2020,03,0331,,"Russell 1000","DEF 14A",2020-06-29,68.64,2020-03-31,"9,521,735,680",2020-03-31,"7,463,841,000","482,603,000","-1,025,791,000","4,793,966,000"
"OLIN Corp",74303,OLN,NYSE,131872319,"OLIN CORPORATION","190 CARONDELET PLAZA SUITE 1530",CLAYTON,"Saint Louis",MO,MISSOURI,"US Southeast",63105,"(314) 480-1400",VA,,,2800,"Chemicals & Allied Products",325998,"All Other Miscellaneous Chemical Product and Preparation Manufacturing",34,"KPMG LLP",4,,,,"4,730,000",0,0,0,0,,,0,0,"4,730,000",USD,Uncertain,,0,2020-12-31,2020,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2021-03-03,24.56,2020-12-31,"3,880,480,000",2020-12-31,"5,758,000,000","-969,900,000","-368,800,000","8,270,900,000"
"MARVELL TECHNOLOGY GROUP LTD",1058057,,,770481679,"VICTORIA PLACE, 5TH FLOOR","31 VICTORIA STREET",HAMILTON,,D0,BERMUDA,Foreign,"HM 12","(441) 294-8096",D0,,,3674,"Semiconductors and Related Devices",334413,"Semiconductor and Related Device Manufacturing",34,"Deloitte & Touche LLP",3,,,,"4,729,092","3,876,841",0,0,"482,768",,,"396,741","4,756,350","9,485,442",USD,,,0,2020-02-01,2020,1,0130,,,"DEF 14A",2020-05-28,24.21,2020-02-03,"16,237,646,848",2020-02-01,"2,699,161,000","1,584,391,000","576,575,000","11,133,235,000"
"Amneal Pharmaceuticals, Inc.",1723128,AMRX,"NASDAQ Global Select Market",934225266,"30831 HUNTWOOD AVE",,HAYWARD,Alameda,CA,CALIFORNIA,"US West",94544,"(510) 240-6000",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Ernst & Young LLP",2,,,,"4,725,800",0,0,0,"296,100",,,"3,600","299,700","5,025,500",USD,,,0,2020-12-31,2020,12,1231,,"Russell 2000","DEF 14A",2021-03-24,4.57,2020-12-31,"674,870,208",2020-12-31,"1,992,523,000","91,059,000","-1,512,365,000","4,006,033,000"
"MPLX LP",1552000,MPLX,NYSE,270005456,"200 E. HARDIN STREET",,FINDLAY,Hancock,OH,OHIO,"US Midwest",45840,"(419) 422-2121",,,,4610,"Pipelines, Except Natural Gas",486110,"Pipeline Transportation of Crude Oil",34,"PricewaterhouseCoopers LLP",1,,,,"4,725,000",0,0,0,"1,580,000",,,"10,000","1,590,000","6,315,000",USD,,,0,2020-12-31,2020,12,1231,,,10-K,2021-02-26,21.65,2020-12-31,"22,472,699,904",2020-12-31,"7,569,000,000","-720,000,000","5,124,000,000","36,414,000,000"
"GameStop Corp.",1326380,GME,NYSE,202733559,"625 WESTPORT PARKWAY",,GRAPEVINE,Tarrant,TX,TEXAS,"US Southwest",76051,"(817) 424-2000",DE,,,5734,"Computer and Computer Software Stores",443120,"Computer and Software Stores",34,"Deloitte & Touche LLP",3,,,,"4,724,000","7,000",0,0,"200,000",,,0,"207,000","4,931,000",USD,,,0,2020-02-01,2020,1,0201,"S&P 400 MidCap","Russell 1000",DEFC14A,2020-04-27,3.95,2020-02-03,"260,393,024",2020-02-01,"6,466,000,000","-470,900,000",,"2,819,700,000"
"Arthur J. Gallagher & Co.",354190,AJG,NYSE,362151613,"2850 GOLF ROAD",,"ROLLING MEADOWS",Cook,IL,ILLINOIS,"US Midwest",60008-4050,"(630) 773-3800",DE,,,6411,"Insurance Agents, Brokers, and Service",524210,"Insurance Agencies and Brokerages",34,"Ernst & Young LLP",2,,,,"4,723,000","1,420,000",0,0,"1,547,000","1,022,000","525,000","7,000","2,974,000","7,697,000",USD,,,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000","DEF 14A",2021-03-19,123.71,2020-12-31,"23,962,626,048",2020-12-31,"7,003,600,000","818,800,000","-2,340,700,000","22,331,400,000"
"Global Blue Group Holding AG",1799983,,NYS,,"ZURICHSTRASSE 38, 8306 BRUTTISELLEN",,BRUTTISELLEN,,V8,SWITZERLAND,Foreign,CH,"41 22 363 77 40",V8,,,7374,"Computer Processing and Data Preparation and Processing Services",518210,"Data Processing, Hosting, and Related Services",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers SA",286,SWITZERLAND,"4,721,732",0,0,0,0,,,"269,051","269,051","4,990,783",USD,,,0,2020-03-31,2020,03,0331,,,20-F,2021-06-28,,,,2020-03-31,"461,289,000","1,831,000","-623,114,000","1,233,552,000"
"Arconic Corp",1790982,,NYS,842745636,"201 ISABELLA STREET",,PITTSBURGH,Allegheny,PA,PENNSYLVANIA,"US Mid Atlantic",15212-5872,"(412) 992-2500",DE,,,3350,"Rolling Drawing & Extruding of Nonferrous Metals",331315,"Aluminum Sheet, Plate, and Foil Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"4,711,250","6,000",0,0,0,,,"30,000","36,000","4,747,250",USD,,,0,2020-12-31,2020,12,1231,,,"DEF 14A",2021-04-06,29.8,2020-12-31,"3,254,315,735",2020-12-31,"5,675,000,000","-109,000,000","1,447,000,000","6,314,000,000"
"SIMON PROPERTY GROUP INC.",1063761,SPG,NYSE,046268599,"225 WEST WASHINGTON STREET",,INDIANAPOLIS,Marion,IN,INDIANA,"US Midwest",46204-3438,"(317) 636-1600",IN,,,6798,"Real Estate Investment Trusts",525930,"Real Estate Investment Trusts",34,"Ernst & Young LLP",2,,,,"4,707,000","5,068,000",0,0,"359,000",,,0,"5,427,000","10,134,000",USD,Uncertain,,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000","DEF 14A",2021-03-26,85.28,2020-12-31,"28,013,918,208",2020-12-31,"4,607,503,000","1,112,564,000",,"34,786,846,000"
"TENET HEALTHCARE CORP",70318,THC,NYSE,952557091,"14201 DALLAS PARKWAY",,DALLAS,Dallas,TX,TEXAS,"US Southwest",75254,"(469) 893-2200",NV,,,8062,"General Medical and Surgical Hospitals",622110,"General Medical and Surgical Hospitals",34,"Deloitte & Touche LLP",3,,,,"4,706,122","2,982,235",0,0,"761,775",,,"582,147","4,326,157","9,032,279",USD,,,0,2020-12-31,2020,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2021-03-26,39.93,2020-12-31,"4,235,358,208",2020-12-31,"17,640,000,000","399,000,000","-8,428,000,000","27,106,000,000"
"Banco Santander (Brasil) S.A.",1471055,BSBR,NYSE,000000000,"AV. JUSCELINO KUBITSCHEK, 2235","AV. JUSCELINO KUBITSCHEK, 2041","SAO PAULO, SP",,D5,BRAZIL,Foreign,04543-011,"(55 11) 3174-8589",D5,891478,"Banco Santander, S.A.",6029,"Commercial Banks, NEC",522110,"Commercial Banking",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers Auditores Independentes",91,BRAZIL,"4,703,978","78,400",0,0,0,,,0,"78,400","4,782,378",USD,,Uncertain,0,2020-12-31,2020,12,1231,,,20-F,2021-02-26,8.78,2020-12-29,"33,528,141,824",2020-12-31,"5,580,990,000","2,530,241,000","13,050,725,000","178,344,301,000"
"FRESH DEL MONTE PRODUCE INC",1047340,FDP,NYSE,000000000,"241 SEVILLA AVENUE, 12TH FLOOR","C/O DEL MONTE FRESH PRODUCE CO","CORAL GABLES",Miami-Dade,FL,FLORIDA,"US Southeast",33134,"(305) 520-8400",E9,,,0100,"Agricultural production- crops",111336,"Fruit and Tree Nut Combination Farming",34,"Ernst & Young LLP",2,,,,"4,700,000",0,0,0,"600,000",,,0,"600,000","5,300,000",USD,,,0,2021-01-01,2020,12,1226,"S&P 600 SmallCap","Russell 2000","DEF 14A",2021-03-23,24.11,2020-12-30,"1,142,015,360",2021-01-01,"4,202,300,000","49,200,000","1,203,800,000","3,343,300,000"
"PLAINS ALL AMERICAN PIPELINE LP",1070423,PAA,"NASDAQ Global Market",760582150,"333 CLAY STREET","SUITE 1600",HOUSTON,Harris,TX,TEXAS,"US Southwest",77002,"(713) 654-4100",DE,1581990,"PLAINS GP HOLDINGS LP",4610,"Pipelines, Except Natural Gas",486110,"Pipeline Transportation of Crude Oil",34,"PricewaterhouseCoopers LLP",1,,,,"4,700,000",0,0,0,"1,600,000",,,0,"1,600,000","6,300,000",USD,,Yes,0,2020-12-31,2020,12,1231,,,"DEF 14A",2021-04-12,8.24,2020-12-31,"5,952,414,720",2020-12-31,"23,290,000,000","-2,590,000,000","9,593,000,000","24,497,000,000"
"WEYERHAEUSER CO",106535,WY,NYSE,910470860,"220 OCCIDENTAL AVENUE SOUTH",,SEATTLE,King,WA,WASHINGTON,"US West",98104,"(206) 539-3000",WA,,,6798,"Real Estate Investment Trusts",321113,Sawmills,34,"KPMG LLP",4,,,,"4,696,917","109,805",0,0,0,,,0,"109,805","4,806,722",USD,,,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000","DEF 14A",2021-03-31,33.53,2020-12-31,"25,059,819,520",2020-12-31,"7,532,000,000","797,000,000","8,463,000,000","16,311,000,000"
