CRITICAL_AUDIT_MATTER_KEY,TOPIC_NAME,COMPANY_FKEY,FISCAL_YE
47161,"Property, plant and equipment",0000946394,1231
47162,Derivatives and hedging,0000946394,1231
19040,Revenue from customer contracts,0000946454,1231
27608,Revenue from customer contracts,0000946454,1231
27609,Equity investments and joint ventures,0000946454,1231
8797,Revenue from customer contracts,0000946454,1231
8798,Other investments,0000946454,1231
10125,Other intangible assets,0000946486,1231
19542,Other intangible assets,0000946486,1231
28621,Other intangible assets,0000946486,1231
37638,Other intangible assets,0000946486,1231
41513,Other intangible assets,0000946486,1231
46659,Other intangible assets,0000946486,1231
46660,Other debt,0000946486,1231
10452,Sales return and allowances,0000946563,1231
19781,Sales return and allowances,0000946563,1231
28412,Sales return and allowances,0000946563,1231
37100,Sales return and allowances,0000946563,1231
45878,Sales return and allowances,0000946563,1231
11774,Revenue from customer contracts,0000946581,0331
11775,Deferred and capitalized costs,0000946581,0331
21160,Revenue from customer contracts,0000946581,0331
21161,Deferred and capitalized costs,0000946581,0331
30158,Revenue from customer contracts,0000946581,0331
30159,Business combinations,0000946581,0331
30160,Other intangible assets,0000946581,0331
38380,Revenue from customer contracts,0000946581,0331
38381,Depreciation and amortization,0000946581,0331
38382,Goodwill,0000946581,0331
4141,Revenue from customer contracts,0000946581,0331
4142,Deferred and capitalized costs,0000946581,0331
47451,Depreciation and amortization,0000946581,0331
47452,Goodwill,0000946581,0331
10521,Other debt,0000946644,1231
19507,Other debt,0000946644,1231
28723,Other debt,0000946644,1231
37244,Research and development expenses,0000946644,1231
40564,Research and development expenses,0000946644,1231
40682,Research and development expenses,0000946644,1231
40792,Research and development expenses,0000946644,1231
45761,Research and development expenses,0000946644,1231
45762,Other debt,0000946644,1231
45763,Other debt,0000946644,1231
12612,Business combinations,0000946647,1231
13115,Allowance for credit losses,0000946647,1231
13116,Business combinations,0000946647,1231
17454,Allowance for credit losses,0000946647,1231
26517,Allowance for credit losses,0000946647,1231
34544,Allowance for credit losses,0000946647,1231
34545,Goodwill,0000946647,1231
39477,Allowance for credit losses,0000946647,1231
39478,Goodwill,0000946647,1231
43981,Allowance for credit losses,0000946647,1231
43982,Goodwill,0000946647,1231
9073,Allowance for credit losses,0000946647,1231
1559,Allowance for credit losses,0000946673,1231
15967,Allowance for credit losses,0000946673,1231
15968,Allowance for credit losses,0000946673,1231
15969,Allowance for credit losses,0000946673,1231
24535,Allowance for credit losses,0000946673,1231
24536,Allowance for credit losses,0000946673,1231
24537,Allowance for credit losses,0000946673,1231
33802,Allowance for credit losses,0000946673,1231
43065,Allowance for credit losses,0000946673,1231
6230,Allowance for credit losses,0000946673,1231
7294,Allowance for credit losses,0000946673,1231
7295,Allowance for credit losses,0000946673,1231
7296,Allowance for credit losses,0000946673,1231
12432,Allowance for credit losses,0000946936,0331
21904,Allowance for credit losses,0000946936,0331
30788,Allowance for credit losses,0000946936,0331
39095,Allowance for credit losses,0000946936,0331
48054,Allowance for credit losses,0000946936,0331
13774,Allowance for credit losses,0000947263,1031
13775,Derivatives and hedging,0000947263,1031
13776,Insurance contract liabilities,0000947263,1031
13777,Uncertain tax positions,0000947263,1031
23091,Allowance for credit losses,0000947263,1031
23092,Derivatives and hedging,0000947263,1031
23093,Insurance contract liabilities,0000947263,1031
23094,Uncertain tax positions,0000947263,1031
31848,Allowance for credit losses,0000947263,1031
31849,Derivatives and hedging,0000947263,1031
31850,Uncertain tax positions,0000947263,1031
383,Allowance for credit losses,0000947263,1031
384,Derivatives and hedging,0000947263,1031
385,Insurance contract liabilities,0000947263,1031
386,Uncertain tax positions,0000947263,1031
40186,Allowance for credit losses,0000947263,1031
40187,Derivatives and hedging,0000947263,1031
40188,Uncertain tax positions,0000947263,1031
40189,Goodwill,0000947263,1031
40201,Allowance for credit losses,0000947263,1031
40202,Derivatives and hedging,0000947263,1031
40203,Uncertain tax positions,0000947263,1031
40204,Goodwill,0000947263,1031
4813,Allowance for credit losses,0000947263,1031
4814,Derivatives and hedging,0000947263,1031
4815,Insurance contract liabilities,0000947263,1031
4816,Uncertain tax positions,0000947263,1031
16253,Other contingent liabilities,0000947484,1231
25552,Other contingent liabilities,0000947484,1231
2921,Other contingent liabilities,0000947484,1231
33800,Other contingent liabilities,0000947484,1231
33801,Deferred income taxes,0000947484,1231
43542,Insurance contract liabilities,0000947484,1231
7505,Other contingent liabilities,0000947484,1231
18371,Allowance for credit losses,0000947559,1231
26426,Allowance for credit losses,0000947559,1231
26427,Business combinations,0000947559,1231
35019,Allowance for credit losses,0000947559,1231
35020,Business combinations,0000947559,1231
38964,Allowance for credit losses,0000947559,1231
38965,Business combinations,0000947559,1231
44094,Allowance for credit losses,0000947559,1231
9154,Allowance for credit losses,0000947559,1231
9155,Business combinations,0000947559,1231
10195,Deferred and stock-based compensation,0000948320,1231
10196,Going concern,0000948320,1231
11345,Deferred and stock-based compensation,0000948320,1231
11346,Going concern,0000948320,1231
11810,Deferred and stock-based compensation,0000948320,1231
11811,Going concern,0000948320,1231
17876,Deferred and stock-based compensation,0000948320,1231
17877,Going concern,0000948320,1231
27832,Deferred and capitalized costs,0000948320,1231
35724,Deferred and capitalized costs,0000948320,1231
18341,Revenue from customer contracts,0000948708,1231
18342,Business combinations,0000948708,1231
27890,Revenue from customer contracts,0000948708,1231
27891,Other debt,0000948708,1231
34155,Revenue from customer contracts,0000948708,1231
34156,Goodwill and intangible assets,0000948708,1231
44733,Revenue from customer contracts,0000948708,1231
44734,Goodwill,0000948708,1231
8694,Revenue from customer contracts,0000948708,1231
8695,Business combinations,0000948708,1231
17873,"Property, plant and equipment",0000949039,1231
17874,Fresh start accounting,0000949039,1231
17875,Other income taxes,0000949039,1231
26126,Deferred income taxes,0000949039,1231
34535,Deferred income taxes,0000949039,1231
5084,"Property, plant and equipment",0000949039,1231
5085,Other income taxes,0000949039,1231
659,"Property, plant and equipment",0000949039,1231
660,Other income taxes,0000949039,1231
16497,Other debt,0000949157,1231
16498,Uncertain tax positions,0000949157,1231
25726,Long-lived assets,0000949157,1231
36105,Long-lived assets,0000949157,1231
36106,Business combinations,0000949157,1231
44093,Long-lived assets,0000949157,1231
8423,Long-lived assets,0000949157,1231
18127,Going concern,0000949858,1231
36814,Other investments,0000949858,1231
44614,Other investments,0000949858,1231
8904,Going concern,0000949858,1231
1163,Business combinations,0000949870,1231
15427,Other intangible assets,0000949870,1231
15428,Inventory,0000949870,1231
24705,Other intangible assets,0000949870,1231
34418,Other intangible assets,0000949870,1231
42809,Other intangible assets,0000949870,1231
5560,Other intangible assets,0000949870,1231
10152,Related party transactions,0000949961,1231
19174,Related party transactions,0000949961,1231
27942,Related party transactions,0000949961,1231
27943,Related party transactions,0000949961,1231
36423,Related party transactions,0000949961,1231
45271,Related party transactions,0000949961,1231
12123,Allowance for credit losses,0001000045,0331
21593,Allowance for credit losses,0001000045,0331
30500,Allowance for credit losses,0001000045,0331
38785,Accounts/loans receivable,0001000045,0331
47852,Business combinations,0001000045,0331
47853,Business combinations,0001000045,0331
11420,"Property, plant and equipment",0001000177,1231
21079,"Property, plant and equipment",0001000177,1231
29576,"Property, plant and equipment",0001000177,1231
38051,"Property, plant and equipment",0001000177,1231
47113,"Property, plant and equipment",0001000177,1231
17721,Revenue from customer contracts,0001000184,1231
17722,Uncertain tax positions,0001000184,1231
17723,Equity investments and joint ventures,0001000184,1231
2640,Revenue from customer contracts,0001000184,1231
2641,Uncertain tax positions,0001000184,1231
2642,Business combinations,0001000184,1231
2643,Goodwill,0001000184,1231
26629,Revenue from customer contracts,0001000184,1231
26630,Uncertain tax positions,0001000184,1231
26631,Equity investments and joint ventures,0001000184,1231
35215,Revenue from customer contracts,0001000184,1231
35216,Uncertain tax positions,0001000184,1231
35217,Equity investments and joint ventures,0001000184,1231
43140,Revenue from customer contracts,0001000184,1231
43141,Uncertain tax positions,0001000184,1231
43142,Equity investments and joint ventures,0001000184,1231
8456,Revenue from customer contracts,0001000184,1231
8457,Uncertain tax positions,0001000184,1231
8458,Goodwill,0001000184,1231
18457,Allowance for credit losses,0001000209,1231
27136,Allowance for credit losses,0001000209,1231
35598,Allowance for credit losses,0001000209,1231
44890,Allowance for credit losses,0001000209,1231
44891,Goodwill,0001000209,1231
9439,Allowance for credit losses,0001000209,1231
9440,Other income taxes,0001000209,1231
9441,Long-lived assets,0001000209,1231
14871,Revenue from customer contracts,0001000228,1227
1500,Business combinations,0001000228,1227
1501,Uncertain tax positions,0001000228,1227
24437,Business combinations,0001000228,1227
34848,Business combinations,0001000228,1227
42892,Business combinations,0001000228,1227
5475,Uncertain tax positions,0001000228,1227
14615,Uncertain tax positions,0001000229,1231
39295,Uncertain tax positions,0001000229,1231
5010,Goodwill,0001000229,1231
5011,Uncertain tax positions,0001000229,1231
608,Uncertain tax positions,0001000229,1231
609,Business combinations,0001000229,1231
13930,Inventory,0001000230,1031
23275,Inventory,0001000230,1031
31999,Inventory,0001000230,1031
40384,Inventory,0001000230,1031
8358,Allowance for credit losses,0001000232,1231
13753,Allowance for credit losses,0001000275,1031
13754,Goodwill,0001000275,1031
13755,Uncertain tax positions,0001000275,1031
17751,Allowance for credit losses,0001000275,1031
17752,Goodwill,0001000275,1031
17753,Vendor/supplier rebates,0001000275,1031
31835,Allowance for credit losses,0001000275,1031
31836,Uncertain tax positions,0001000275,1031
3312,Allowance for credit losses,0001000275,1031
3313,Goodwill,0001000275,1031
3314,Uncertain tax positions,0001000275,1031
366,Allowance for credit losses,0001000275,1031
367,Goodwill,0001000275,1031
368,Uncertain tax positions,0001000275,1031
39253,Allowance for credit losses,0001000275,1031
39254,Goodwill,0001000275,1031
39255,Uncertain tax positions,0001000275,1031
40157,Allowance for credit losses,0001000275,1031
40158,Uncertain tax positions,0001000275,1031
4797,Allowance for credit losses,0001000275,1031
4798,Goodwill,0001000275,1031
4799,Uncertain tax positions,0001000275,1031
18320,Other investments,0001000298,1231
21799,Other investments,0001000298,1231
21935,Other investments,0001000298,1231
22209,Other investments,0001000298,1231
22376,Other investments,0001000298,1231
22627,Other investments,0001000298,1231
27528,Going concern,0001000298,1231
27529,Other investments,0001000298,1231
9069,Other investments,0001000298,1231
17322,Other income taxes,0001000623,1231
26551,Other income taxes,0001000623,1231
26552,Accounts/loans receivable,0001000623,1231
3070,Other income taxes,0001000623,1231
35218,Other income taxes,0001000623,1231
35219,Goodwill,0001000623,1231
43660,Goodwill,0001000623,1231
8072,Other income taxes,0001000623,1231
17567,Revenue from customer contracts,0001000694,1231
17568,"Property, plant and equipment",0001000694,1231
26130,Inventory,0001000694,1231
34853,Inventory,0001000694,1231
34854,Sales return and allowances,0001000694,1231
43223,Revenue from customer contracts,0001000694,1231
43224,Sales return and allowances,0001000694,1231
7755,Revenue from customer contracts,0001000694,1231
7756,"Property, plant and equipment",0001000694,1231
15901,Goodwill,0001000697,1231
1868,Goodwill,0001000697,1231
25705,Revenue from customer contracts,0001000697,1231
34472,Revenue from customer contracts,0001000697,1231
34473,Business combinations,0001000697,1231
42871,Revenue from customer contracts,0001000697,1231
6337,Goodwill,0001000697,1231
14643,Other contingent liabilities,0001000753,1231
14644,Other contingent liabilities,0001000753,1231
23833,Other contingent liabilities,0001000753,1231
23834,Other contingent liabilities,0001000753,1231
32572,Other contingent liabilities,0001000753,1231
40851,Other contingent liabilities,0001000753,1231
5228,Other contingent liabilities,0001000753,1231
5229,Other contingent liabilities,0001000753,1231
635,Other contingent liabilities,0001000753,1231
636,Other contingent liabilities,0001000753,1231
1043,Related party transactions,0001001082,1231
15917,Revenue from customer contracts,0001001082,1231
24833,Revenue from customer contracts,0001001082,1231
37079,Revenue from customer contracts,0001001082,1231
44757,Revenue from customer contracts,0001001082,1231
5969,Related party transactions,0001001082,1231
5970,Business combinations,0001001082,1231
19570,"Property, plant and equipment",0001001085,1231
19571,Business combinations,0001001085,1231
19666,"Property, plant and equipment",0001001085,1231
19667,Business combinations,0001001085,1231
27968,"Property, plant and equipment",0001001085,1231
27979,"Property, plant and equipment",0001001085,1231
3619,Real estate investments,0001001085,1231
3620,Business combinations,0001001085,1231
3621,Real estate investments,0001001085,1231
3622,Business combinations,0001001085,1231
36277,"Property, plant and equipment",0001001085,1231
36314,"Property, plant and equipment",0001001085,1231
45399,"Property, plant and equipment",0001001085,1231
45445,"Property, plant and equipment",0001001085,1231
9849,Other investments,0001001085,1231
9856,Other investments,0001001085,1231
13636,Inventory,0001001115,0930
13637,Goodwill,0001001115,0930
13638,Business combinations,0001001115,0930
22923,Inventory,0001001115,0930
22924,Long-lived assets,0001001115,0930
31701,Inventory,0001001115,0930
31702,Long-lived assets,0001001115,0930
38792,Inventory,0001001115,0930
38793,Goodwill and intangible assets,0001001115,0930
38794,Inventory,0001001115,0930
38795,Long-lived assets,0001001115,0930
40066,Inventory,0001001115,0930
40067,Long-lived assets,0001001115,0930
10496,Allowance for credit losses,0001001171,1231
20219,Allowance for credit losses,0001001171,1231
20220,Business combinations,0001001171,1231
28941,Allowance for credit losses,0001001171,1231
38372,Allowance for credit losses,0001001171,1231
46215,Allowance for credit losses,0001001171,1231
46216,Goodwill,0001001171,1231
16029,Revenue from customer contracts,0001001233,1231
24811,Revenue from customer contracts,0001001233,1231
2652,Revenue from customer contracts,0001001233,1231
35884,Long-lived assets,0001001233,1231
35885,Revenue from customer contracts,0001001233,1231
45138,Long-lived assets,0001001233,1231
45139,Revenue from customer contracts,0001001233,1231
6432,Revenue from customer contracts,0001001233,1231
12769,Other intangible assets,0001001250,0630
12770,Business combinations,0001001250,0630
22144,Goodwill and intangible assets,0001001250,0630
30987,Goodwill,0001001250,0630
30988,Business combinations,0001001250,0630
39191,Goodwill and intangible assets,0001001250,0630
4490,Goodwill and intangible assets,0001001250,0630
4491,Other income taxes,0001001250,0630
4492,Business combinations,0001001250,0630
48233,Other intangible assets,0001001250,0630
48234,Other intangible assets,0001001250,0630
61,Goodwill and intangible assets,0001001250,0630
62,Other income taxes,0001001250,0630
11356,Allowance for credit losses,0001001290,1231
11357,Insurance contract liabilities,0001001290,1231
20578,Allowance for credit losses,0001001290,1231
20579,Insurance contract liabilities,0001001290,1231
20580,Allowance for credit losses,0001001290,1231
20581,Insurance contract liabilities,0001001290,1231
29437,Allowance for credit losses,0001001290,1231
29438,Insurance contract liabilities,0001001290,1231
29439,Allowance for credit losses,0001001290,1231
29440,Insurance contract liabilities,0001001290,1231
37827,Allowance for credit losses,0001001290,1231
37828,Insurance contract liabilities,0001001290,1231
4202,Allowance for credit losses,0001001290,1231
4203,Insurance contract liabilities,0001001290,1231
47007,Allowance for credit losses,0001001290,1231
47008,Insurance contract liabilities,0001001290,1231
26512,Going concern,0001001316,1231
3098,Going concern,0001001316,1231
35220,Other revenue,0001001316,1231
39089,Other revenue,0001001316,1231
44166,Other revenue,0001001316,1231
18682,Revenue from customer contracts,0001001385,1231
18683,Business combinations,0001001385,1231
27468,Revenue from customer contracts,0001001385,1231
35410,Revenue from customer contracts,0001001385,1231
43231,Revenue from customer contracts,0001001385,1231
8420,Revenue from customer contracts,0001001385,1231
8421,Business combinations,0001001385,1231
10892,Other revenue,0001001601,1231
12490,Other revenue,0001001601,1231
12532,Other revenue,0001001601,1231
19704,Revenue from customer contracts,0001001601,1231
28646,Other debt,0001001601,1231
37577,Revenue from customer contracts,0001001601,1231
10286,Proven and unproven reserves,0001001614,1231
13870,Proven and unproven reserves,0001001614,1231
22471,Proven and unproven reserves,0001001614,1231
26931,Proven and unproven reserves,0001001614,1231
35493,Proven and unproven reserves,0001001614,1231
35494,Business combinations,0001001614,1231
44330,Proven and unproven reserves,0001001614,1231
11517,"Property, plant and equipment",0001001807,1231
20478,"Property, plant and equipment",0001001807,1231
28875,"Property, plant and equipment",0001001807,1231
37173,"Property, plant and equipment",0001001807,1231
4242,"Property, plant and equipment",0001001807,1231
4243,Policy changes,0001001807,1231
47057,"Property, plant and equipment",0001001807,1231
17870,"Property, plant and equipment",0001001838,1231
17871,"Property, plant and equipment",0001001838,1231
26144,"Property, plant and equipment",0001001838,1231
2870,"Property, plant and equipment",0001001838,1231
2871,Uncertain tax positions,0001001838,1231
2872,"Property, plant and equipment",0001001838,1231
35221,Deferred and capitalized costs,0001001838,1231
44167,Deferred and capitalized costs,0001001838,1231
7549,"Property, plant and equipment",0001001838,1231
7550,Uncertain tax positions,0001001838,1231
7551,"Property, plant and equipment",0001001838,1231
15145,Inventory,0001001902,1231
15146,Revenue from customer contracts,0001001902,1231
24199,Inventory,0001001902,1231
32830,Inventory,0001001902,1231
41555,Inventory,0001001902,1231
5486,Inventory,0001001902,1231
5487,Revenue from customer contracts,0001001902,1231
13018,Shareholder valuation,0001001907,0630
22391,Revenue from customer contracts,0001001907,0630
31288,Revenue from customer contracts,0001001907,0630
12105,Revenue from customer contracts,0001002047,0424
21502,Revenue from customer contracts,0001002047,0424
30358,Revenue from customer contracts,0001002047,0424
30359,Other income taxes,0001002047,0424
38547,Revenue from customer contracts,0001002047,0424
4244,Revenue from customer contracts,0001002047,0424
47661,Revenue from customer contracts,0001002047,0424
11817,Inventory,0001002135,0331
10650,Proven and unproven reserves,0001002242,1231
10651,Proven and unproven reserves,0001002242,1231
20040,Proven and unproven reserves,0001002242,1231
20041,Proven and unproven reserves,0001002242,1231
28850,Proven and unproven reserves,0001002242,1231
28851,Proven and unproven reserves,0001002242,1231
37357,Proven and unproven reserves,0001002242,1231
37358,Proven and unproven reserves,0001002242,1231
3782,Proven and unproven reserves,0001002242,1231
3783,Other contingent liabilities,0001002242,1231
46410,Proven and unproven reserves,0001002242,1231
46411,Proven and unproven reserves,0001002242,1231
13612,Revenue from customer contracts,0001002517,0930
13613,Uncertain tax positions,0001002517,0930
337,Policy changes,0001002517,0930
338,Revenue from customer contracts,0001002517,0930
339,Uncertain tax positions,0001002517,0930
3568,Policy changes,0001002517,0930
3569,Revenue from customer contracts,0001002517,0930
3570,Uncertain tax positions,0001002517,0930
4690,Revenue from customer contracts,0001002517,0930
4691,Uncertain tax positions,0001002517,0930
7580,Revenue from customer contracts,0001002517,0930
7581,Uncertain tax positions,0001002517,0930
13822,Other contingent liabilities,0001002590,0930
23128,Other contingent liabilities,0001002590,0930
31869,Other contingent liabilities,0001002590,0930
40159,Other contingent liabilities,0001002590,0930
1,Revenue from customer contracts,0001002638,0630
12548,Revenue from customer contracts,0001002638,0630
12549,Uncertain tax positions,0001002638,0630
2,Uncertain tax positions,0001002638,0630
21976,Revenue from customer contracts,0001002638,0630
21977,Uncertain tax positions,0001002638,0630
30838,Revenue from customer contracts,0001002638,0630
30839,Uncertain tax positions,0001002638,0630
30840,Business combinations,0001002638,0630
39013,Revenue from customer contracts,0001002638,0630
39014,Uncertain tax positions,0001002638,0630
4390,Revenue from customer contracts,0001002638,0630
4391,Uncertain tax positions,0001002638,0630
48130,Revenue from customer contracts,0001002638,0630
48131,Uncertain tax positions,0001002638,0630
19967,Going concern,0001002771,1231
15510,Regulatory assets and liabilities,0001002910,1231
24597,Regulatory assets and liabilities,0001002910,1231
2705,Regulatory assets and liabilities,0001002910,1231
35222,Regulatory assets and liabilities,0001002910,1231
41584,Regulatory assets and liabilities,0001002910,1231
5993,Regulatory assets and liabilities,0001002910,1231
13353,Inventory,0001003078,0830
165,Inventory,0001003078,0830
22658,Inventory,0001003078,0830
31477,Inventory,0001003078,0830
39787,Inventory,0001003078,0830
4596,Inventory,0001003078,0830
10410,Deferred income taxes,0001003201,1231
15195,Real estate investments,0001003410,1231
1845,Real estate investments,0001003410,1231
5915,Real estate investments,0001003410,1231
19966,Revenue from customer contracts,0001003935,1231
28247,Revenue from customer contracts,0001003935,1231
36762,Revenue from customer contracts,0001003935,1231
36763,Business combinations,0001003935,1231
3798,Revenue from customer contracts,0001003935,1231
45226,Revenue from customer contracts,0001003935,1231
9779,Revenue from customer contracts,0001003935,1231
9780,Business combinations,0001003935,1231
9781,Other debt,0001003935,1231
15464,Long-lived assets,0001004036,1231
23033,Long-lived assets,0001004036,1231
25808,"Property, plant and equipment",0001004036,1231
33283,"Property, plant and equipment",0001004036,1231
42433,"Property, plant and equipment",0001004036,1231
6235,Long-lived assets,0001004036,1231
6236,Other investments,0001004036,1231
6237,Leases,0001004036,1231
14989,Regulatory assets and liabilities,0001004155,1231
14990,Derivatives and hedging,0001004155,1231
24097,Regulatory assets and liabilities,0001004155,1231
24098,Equity investments and joint ventures,0001004155,1231
32887,Regulatory assets and liabilities,0001004155,1231
42236,Regulatory assets and liabilities,0001004155,1231
5708,Regulatory assets and liabilities,0001004155,1231
5709,Derivatives and hedging,0001004155,1231
11071,"Property, plant and equipment",0001004156,1231
20450,"Property, plant and equipment",0001004156,1231
29286,"Property, plant and equipment",0001004156,1231
30626,"Property, plant and equipment",0001004156,1231
37352,"Property, plant and equipment",0001004156,1231
45814,"Property, plant and equipment",0001004156,1231
11984,"Property, plant and equipment",0001004315,0331
21413,Business combinations,0001004315,0331
21414,"Property, plant and equipment",0001004315,0331
30265,Goodwill,0001004315,0331
30266,"Property, plant and equipment",0001004315,0331
30267,Asset retirement and environmental obligations,0001004315,0331
38405,"Property, plant and equipment",0001004315,0331
38406,Asset retirement and environmental obligations,0001004315,0331
4280,"Property, plant and equipment",0001004315,0331
4281,Asset retirement and environmental obligations,0001004315,0331
4282,Pension and other post-employment benefits,0001004315,0331
47575,Asset retirement and environmental obligations,0001004315,0331
15298,Business combinations,0001004434,1231
15299,Equity investments and joint ventures,0001004434,1231
24325,Equity investments and joint ventures,0001004434,1231
2740,Equity investments and joint ventures,0001004434,1231
32967,Equity investments and joint ventures,0001004434,1231
41554,Equity investments and joint ventures,0001004434,1231
5799,Equity investments and joint ventures,0001004434,1231
10297,"Property, plant and equipment",0001004530,1231
19269,"Property, plant and equipment",0001004530,1231
17121,Allowance for credit losses,0001004702,1231
25444,Allowance for credit losses,0001004702,1231
2653,Allowance for credit losses,0001004702,1231
34052,Allowance for credit losses,0001004702,1231
34053,Goodwill,0001004702,1231
43976,Allowance for credit losses,0001004702,1231
43977,Goodwill,0001004702,1231
7997,Allowance for credit losses,0001004702,1231
10159,Allowance for credit losses,0001004724,1231
11923,Allowance for credit losses,0001004724,1231
12290,Allowance for credit losses,0001004724,1231
14708,Allowance for credit losses,0001004724,1231
15340,Revenue from customer contracts,0001004724,1231
23967,Revenue from customer contracts,0001004724,1231
29017,Revenue from customer contracts,0001004724,1231
29656,Revenue from customer contracts,0001004724,1231
30012,Revenue from customer contracts,0001004724,1231
30065,Revenue from customer contracts,0001004724,1231
37251,Revenue from customer contracts,0001004724,1231
37252,Going concern,0001004724,1231
46077,Revenue from customer contracts,0001004724,1231
46078,Going concern,0001004724,1231
47626,Revenue from customer contracts,0001004724,1231
47627,Going concern,0001004724,1231
47698,Revenue from customer contracts,0001004724,1231
47699,Going concern,0001004724,1231
47780,Revenue from customer contracts,0001004724,1231
47781,Going concern,0001004724,1231
47817,Revenue from customer contracts,0001004724,1231
47818,Going concern,0001004724,1231
14589,Regulatory assets and liabilities,0001004980,1231
14590,Other contingent liabilities,0001004980,1231
14591,Revenue from customer contracts,0001004980,1231
25136,Regulatory assets and liabilities,0001004980,1231
25137,Other contingent liabilities,0001004980,1231
25138,Regulatory assets and liabilities,0001004980,1231
25139,Other contingent liabilities,0001004980,1231
33743,Regulatory assets and liabilities,0001004980,1231
33744,Other contingent liabilities,0001004980,1231
41378,Regulatory assets and liabilities,0001004980,1231
41379,Other contingent liabilities,0001004980,1231
6900,Regulatory assets and liabilities,0001004980,1231
6901,Other income taxes,0001004980,1231
6902,Other contingent liabilities,0001004980,1231
6903,Other contingent liabilities,0001004980,1231
982,Other contingent liabilities,0001004980,1231
983,Regulatory assets and liabilities,0001004980,1231
984,Other contingent liabilities,0001004980,1231
10517,Deferred income taxes,0001004989,1231
20221,Deferred income taxes,0001004989,1231
29057,Goodwill,0001004989,1231
37199,Revenue from customer contracts,0001004989,1231
47435,Revenue from customer contracts,0001004989,1231
47954,Revenue from customer contracts,0001004989,1231
5382,Goodwill,0001005011,1231
13025,Other contingent liabilities,0001005101,0630
13807,Other contingent liabilities,0001005101,0630
14209,Other contingent liabilities,0001005101,0630
15297,Other contingent liabilities,0001005101,0630
17758,Insurance contract liabilities,0001005101,0630
18359,Other contingent liabilities,0001005101,0630
22506,Other contingent liabilities,0001005101,0630
31238,Other contingent liabilities,0001005101,0630
39494,Other contingent liabilities,0001005101,0630
48492,Other contingent liabilities,0001005101,0630
13705,Other contingent liabilities,0001005210,0927
23003,Other contingent liabilities,0001005210,0927
31767,Other contingent liabilities,0001005210,0927
348,Other contingent liabilities,0001005210,0927
40117,Other contingent liabilities,0001005210,0927
4752,Other contingent liabilities,0001005210,0927
11858,Goodwill,0001005229,0331
11859,Other contingent liabilities,0001005229,0331
21285,Goodwill,0001005229,0331
21286,Other contingent liabilities,0001005229,0331
21287,Business combinations,0001005229,0331
30099,Goodwill,0001005229,0331
30100,Other contingent liabilities,0001005229,0331
38478,Goodwill,0001005229,0331
38479,Other contingent liabilities,0001005229,0331
4170,Goodwill,0001005229,0331
4171,Other contingent liabilities,0001005229,0331
47555,Goodwill,0001005229,0331
13898,Other intangible assets,0001005276,0930
23257,Other debt,0001005276,0930
1523,Revenue from customer contracts,0001005284,1231
15640,Revenue from customer contracts,0001005284,1231
25105,Revenue from customer contracts,0001005284,1231
33752,Revenue from customer contracts,0001005284,1231
42254,Revenue from customer contracts,0001005284,1231
5680,Revenue from customer contracts,0001005284,1231
12496,Goodwill and intangible assets,0001005286,0525
22366,Goodwill and intangible assets,0001005286,0525
27467,Other intangible assets,0001005286,0525
36321,Revenue from customer contracts,0001005286,0525
36322,Inventory,0001005286,0525
39278,Revenue from customer contracts,0001005286,0525
39279,Derivatives and hedging,0001005286,0525
48133,Revenue from customer contracts,0001005286,0525
48134,Derivatives and hedging,0001005286,0525
10208,Goodwill,0001005516,1231
19656,Goodwill,0001005516,1231
28254,Goodwill,0001005516,1231
37198,Goodwill,0001005516,1231
46224,Goodwill,0001005516,1231
1449,Revenue from customer contracts,0001005757,1231
1450,Revenue from customer contracts,0001005757,1231
15291,Revenue from customer contracts,0001005757,1231
24418,Revenue from customer contracts,0001005757,1231
33036,Revenue from customer contracts,0001005757,1231
41928,Revenue from customer contracts,0001005757,1231
5910,Revenue from customer contracts,0001005757,1231
17403,Allowance for credit losses,0001005817,1231
26509,Allowance for credit losses,0001005817,1231
3051,Allowance for credit losses,0001005817,1231
35224,Allowance for credit losses,0001005817,1231
43715,Allowance for credit losses,0001005817,1231
7803,Allowance for credit losses,0001005817,1231
13419,Inventory,0001006028,0731
22721,Inventory,0001006028,0731
31512,"Property, plant and equipment",0001006028,0731
39829,Other debt,0001006028,0731
18532,Inventory,0001006045,0103
27053,Inventory,0001006045,0103
37087,Inventory,0001006045,0103
45794,Inventory,0001006045,0103
9744,Inventory,0001006045,0103
13516,Goodwill and intangible assets,0001006269,1231
13578,Goodwill and intangible assets,0001006269,1231
13579,Goodwill and intangible assets,0001006269,1231
13580,Goodwill and intangible assets,0001006269,1231
8747,Equity investments and joint ventures,0001006269,1231
10292,Revenue from customer contracts,0001006281,1231
19557,Revenue from customer contracts,0001006281,1231
25826,Other assets,0001006281,1231
36004,Revenue from customer contracts,0001006281,1231
12936,Proven and unproven reserves,0001006655,0630
22370,Proven and unproven reserves,0001006655,0630
31167,Proven and unproven reserves,0001006655,0630
39437,Proven and unproven reserves,0001006655,0630
48470,Proven and unproven reserves,0001006655,0630
12955,Allowance for credit losses,0001006830,0630
22395,Allowance for credit losses,0001006830,0630
31138,Allowance for credit losses,0001006830,0630
39412,Allowance for credit losses,0001006830,0630
48394,Allowance for credit losses,0001006830,0630
18096,Revenue from customer contracts,0001006837,1231
18097,Other investments,0001006837,1231
