CRITICAL_AUDIT_MATTER_KEY,TOPIC_NAME,AUDIT_OPINION_FKEY,COMPANY_FKEY,FISCAL_YE
28832,Allowance for credit losses,507941,0000944745,1231
28833,Business combinations,507941,0000944745,1231
36057,Allowance for credit losses,530059,0000944745,1231
44558,Allowance for credit losses,556773,0000944745,1231
9216,Allowance for credit losses,449031,0000944745,1231
17284,Goodwill and intangible assets,477025,0000944809,1231
17285,Revenue from customer contracts,477025,0000944809,1231
25627,Revenue from customer contracts,501647,0000944809,1231
3031,Goodwill,419387,0000944809,1231
3032,Goodwill and intangible assets,419387,0000944809,1231
3033,Sales return and allowances,419387,0000944809,1231
35251,Revenue from customer contracts,527991,0000944809,1231
44204,Revenue from customer contracts,555072,0000944809,1231
5695,Goodwill and intangible assets,442263,0000944809,1231
5696,Revenue from customer contracts,442263,0000944809,1231
18770,Inventory,479902,0000945114,1231
25052,Inventory,500810,0000945114,1231
35815,Inventory,529748,0000945114,1231
35816,Business combinations,529748,0000945114,1231
43063,Inventory,553652,0000945114,1231
9523,Inventory,449476,0000945114,1231
16087,Real estate investments,475545,0000945394,1231
26060,Real estate investments,502296,0000945394,1231
2951,Related party transactions,419215,0000945394,1231
2952,Business combinations,419215,0000945394,1231
2953,Real estate investments,419215,0000945394,1231
34531,Real estate investments,527200,0000945394,1231
43070,Real estate investments,553659,0000945394,1231
7793,Real estate investments,445448,0000945394,1231
20537,Business combinations,484621,0000945617,1231
20693,Business combinations,485391,0000945617,1231
29154,Business combinations,509089,0000945617,1231
8249,Revenue from customer contracts,445594,0000945617,1231
16292,Proven and unproven reserves,475602,0000945764,1231
24980,Proven and unproven reserves,500809,0000945764,1231
2635,Proven and unproven reserves,418197,0000945764,1231
8502,Proven and unproven reserves,446671,0000945764,1231
16256,Goodwill,475598,0000945841,1231
16257,Business combinations,475598,0000945841,1231
25305,Goodwill,501237,0000945841,1231
2574,Goodwill,418190,0000945841,1231
34417,Goodwill,526815,0000945841,1231
43586,Goodwill,554237,0000945841,1231
6599,Goodwill,443657,0000945841,1231
18076,Goodwill,478633,0000945983,1231
27603,Business combinations,505345,0000945983,1231
35371,Business combinations,528316,0000945983,1231
44629,Business combinations,556971,0000945983,1231
9455,Business combinations,448917,0000945983,1231
18143,Real estate investments,478802,0000946155,1231
18383,Real estate investments,479294,0000946155,1231
27026,Real estate investments,504031,0000946155,1231
35990,Real estate investments,530057,0000946155,1231
44434,Real estate investments,555979,0000946155,1231
9013,Real estate investments,448269,0000946155,1231
10495,"Property, plant and equipment",451634,0000946394,1231
19782,"Property, plant and equipment",482381,0000946394,1231
28902,"Property, plant and equipment",508327,0000946394,1231
37705,Derivatives and hedging,533687,0000946394,1231
47161,"Property, plant and equipment",563549,0000946394,1231
47162,Derivatives and hedging,563549,0000946394,1231
19040,Revenue from customer contracts,480629,0000946454,1231
27608,Revenue from customer contracts,505352,0000946454,1231
27609,Equity investments and joint ventures,505352,0000946454,1231
8797,Revenue from customer contracts,448147,0000946454,1231
8798,Other investments,448147,0000946454,1231
10125,Other intangible assets,450803,0000946486,1231
19542,Other intangible assets,481795,0000946486,1231
28621,Other intangible assets,507824,0000946486,1231
37638,Other intangible assets,533567,0000946486,1231
41513,Other intangible assets,551514,0000946486,1231
46659,Other intangible assets,561518,0000946486,1231
46660,Other debt,561518,0000946486,1231
10452,Sales return and allowances,451409,0000946563,1231
19781,Sales return and allowances,482380,0000946563,1231
28412,Sales return and allowances,507124,0000946563,1231
37100,Sales return and allowances,531912,0000946563,1231
45878,Sales return and allowances,559489,0000946563,1231
11774,Revenue from customer contracts,456585,0000946581,0331
11775,Deferred and capitalized costs,456585,0000946581,0331
21160,Revenue from customer contracts,487064,0000946581,0331
21161,Deferred and capitalized costs,487064,0000946581,0331
30158,Revenue from customer contracts,512618,0000946581,0331
30159,Business combinations,512618,0000946581,0331
30160,Other intangible assets,512618,0000946581,0331
38380,Revenue from customer contracts,536448,0000946581,0331
38381,Depreciation and amortization,536448,0000946581,0331
38382,Goodwill,536448,0000946581,0331
4141,Revenue from customer contracts,427050,0000946581,0331
4142,Deferred and capitalized costs,427050,0000946581,0331
47451,Depreciation and amortization,565435,0000946581,0331
47452,Goodwill,565435,0000946581,0331
10521,Other debt,451347,0000946644,1231
19507,Other debt,481769,0000946644,1231
28723,Other debt,507844,0000946644,1231
37244,Research and development expenses,532293,0000946644,1231
40564,Research and development expenses,547546,0000946644,1231
40682,Research and development expenses,548135,0000946644,1231
40792,Research and development expenses,550499,0000946644,1231
45761,Research and development expenses,559262,0000946644,1231
45762,Other debt,559262,0000946644,1231
45763,Other debt,559262,0000946644,1231
12612,Business combinations,448607,0000946647,1231
13115,Allowance for credit losses,464510,0000946647,1231
13116,Business combinations,464510,0000946647,1231
17454,Allowance for credit losses,476678,0000946647,1231
26517,Allowance for credit losses,502702,0000946647,1231
34544,Allowance for credit losses,527191,0000946647,1231
34545,Goodwill,527191,0000946647,1231
39477,Allowance for credit losses,541225,0000946647,1231
39478,Goodwill,541225,0000946647,1231
43981,Allowance for credit losses,554803,0000946647,1231
43982,Goodwill,554803,0000946647,1231
9073,Allowance for credit losses,448607,0000946647,1231
1559,Allowance for credit losses,417139,0000946673,1231
15967,Allowance for credit losses,475170,0000946673,1231
15968,Allowance for credit losses,475170,0000946673,1231
15969,Allowance for credit losses,475170,0000946673,1231
24535,Allowance for credit losses,500108,0000946673,1231
24536,Allowance for credit losses,500108,0000946673,1231
24537,Allowance for credit losses,500108,0000946673,1231
33802,Allowance for credit losses,526142,0000946673,1231
43065,Allowance for credit losses,553655,0000946673,1231
6230,Allowance for credit losses,443123,0000946673,1231
7294,Allowance for credit losses,444887,0000946673,1231
7295,Allowance for credit losses,444887,0000946673,1231
7296,Allowance for credit losses,444887,0000946673,1231
12432,Allowance for credit losses,460787,0000946936,0331
21904,Allowance for credit losses,490157,0000946936,0331
30788,Allowance for credit losses,515292,0000946936,0331
39095,Allowance for credit losses,539873,0000946936,0331
48054,Allowance for credit losses,569254,0000946936,0331
13774,Allowance for credit losses,468563,0000947263,1031
13775,Derivatives and hedging,468563,0000947263,1031
13776,Insurance contract liabilities,468563,0000947263,1031
13777,Uncertain tax positions,468563,0000947263,1031
23091,Allowance for credit losses,495217,0000947263,1031
23092,Derivatives and hedging,495217,0000947263,1031
23093,Insurance contract liabilities,495217,0000947263,1031
23094,Uncertain tax positions,495217,0000947263,1031
31848,Allowance for credit losses,520553,0000947263,1031
31849,Derivatives and hedging,520553,0000947263,1031
31850,Uncertain tax positions,520553,0000947263,1031
383,Allowance for credit losses,412666,0000947263,1031
384,Derivatives and hedging,412666,0000947263,1031
385,Insurance contract liabilities,412666,0000947263,1031
386,Uncertain tax positions,412666,0000947263,1031
40186,Allowance for credit losses,545079,0000947263,1031
40187,Derivatives and hedging,545079,0000947263,1031
40188,Uncertain tax positions,545079,0000947263,1031
40189,Goodwill,545079,0000947263,1031
40201,Allowance for credit losses,545197,0000947263,1031
40202,Derivatives and hedging,545197,0000947263,1031
40203,Uncertain tax positions,545197,0000947263,1031
40204,Goodwill,545197,0000947263,1031
4813,Allowance for credit losses,436598,0000947263,1031
4814,Derivatives and hedging,436598,0000947263,1031
4815,Insurance contract liabilities,436598,0000947263,1031
4816,Uncertain tax positions,436598,0000947263,1031
16253,Other contingent liabilities,475597,0000947484,1231
25552,Other contingent liabilities,501272,0000947484,1231
2921,Other contingent liabilities,419017,0000947484,1231
33800,Other contingent liabilities,526150,0000947484,1231
33801,Deferred income taxes,526150,0000947484,1231
43542,Insurance contract liabilities,554227,0000947484,1231
7505,Other contingent liabilities,444218,0000947484,1231
18371,Allowance for credit losses,479262,0000947559,1231
26426,Allowance for credit losses,502783,0000947559,1231
26427,Business combinations,502783,0000947559,1231
35019,Allowance for credit losses,527706,0000947559,1231
35020,Business combinations,527706,0000947559,1231
38964,Allowance for credit losses,539282,0000947559,1231
38965,Business combinations,539282,0000947559,1231
44094,Allowance for credit losses,555068,0000947559,1231
9154,Allowance for credit losses,448595,0000947559,1231
9155,Business combinations,448595,0000947559,1231
10195,Deferred and stock-based compensation,451136,0000948320,1231
10196,Going concern,451136,0000948320,1231
11345,Deferred and stock-based compensation,454549,0000948320,1231
11346,Going concern,454549,0000948320,1231
11810,Deferred and stock-based compensation,456738,0000948320,1231
11811,Going concern,456738,0000948320,1231
17876,Deferred and stock-based compensation,478020,0000948320,1231
17877,Going concern,478020,0000948320,1231
27832,Deferred and capitalized costs,505778,0000948320,1231
35724,Deferred and capitalized costs,529608,0000948320,1231
18341,Revenue from customer contracts,479232,0000948708,1231
18342,Business combinations,479232,0000948708,1231
27890,Revenue from customer contracts,505897,0000948708,1231
27891,Other debt,505897,0000948708,1231
34155,Revenue from customer contracts,526410,0000948708,1231
34156,Goodwill and intangible assets,526410,0000948708,1231
44733,Revenue from customer contracts,557113,0000948708,1231
44734,Goodwill,557113,0000948708,1231
8694,Revenue from customer contracts,447236,0000948708,1231
8695,Business combinations,447236,0000948708,1231
17873,"Property, plant and equipment",478019,0000949039,1231
17874,Fresh start accounting,478019,0000949039,1231
17875,Other income taxes,478019,0000949039,1231
26126,Deferred income taxes,502298,0000949039,1231
34535,Deferred income taxes,527196,0000949039,1231
5084,"Property, plant and equipment",441404,0000949039,1231
5085,Other income taxes,441404,0000949039,1231
659,"Property, plant and equipment",415902,0000949039,1231
660,Other income taxes,415902,0000949039,1231
16497,Other debt,476017,0000949157,1231
16498,Uncertain tax positions,476017,0000949157,1231
25726,Long-lived assets,501670,0000949157,1231
36105,Long-lived assets,530276,0000949157,1231
36106,Business combinations,530276,0000949157,1231
44093,Long-lived assets,555064,0000949157,1231
8423,Long-lived assets,446210,0000949157,1231
18127,Going concern,478768,0000949858,1231
36814,Other investments,531652,0000949858,1231
44614,Other investments,556965,0000949858,1231
8904,Going concern,448382,0000949858,1231
1163,Business combinations,416567,0000949870,1231
15427,Other intangible assets,474576,0000949870,1231
15428,Inventory,474576,0000949870,1231
24705,Other intangible assets,500390,0000949870,1231
34418,Other intangible assets,526797,0000949870,1231
42809,Other intangible assets,553258,0000949870,1231
5560,Other intangible assets,442130,0000949870,1231
10152,Related party transactions,450872,0000949961,1231
19174,Related party transactions,480760,0000949961,1231
27942,Related party transactions,506028,0000949961,1231
27943,Related party transactions,506028,0000949961,1231
36423,Related party transactions,530719,0000949961,1231
45271,Related party transactions,558202,0000949961,1231
12123,Allowance for credit losses,458754,0001000045,0331
21593,Allowance for credit losses,488751,0001000045,0331
30500,Allowance for credit losses,513945,0001000045,0331
38785,Accounts/loans receivable,538244,0001000045,0331
47852,Business combinations,567659,0001000045,0331
47853,Business combinations,567660,0001000045,0331
11420,"Property, plant and equipment",454817,0001000177,1231
21079,"Property, plant and equipment",486847,0001000177,1231
29576,"Property, plant and equipment",510280,0001000177,1231
38051,"Property, plant and equipment",534998,0001000177,1231
47113,"Property, plant and equipment",563177,0001000177,1231
17721,Revenue from customer contracts,477202,0001000184,1231
17722,Uncertain tax positions,477202,0001000184,1231
17723,Equity investments and joint ventures,477202,0001000184,1231
2640,Revenue from customer contracts,418228,0001000184,1231
2641,Uncertain tax positions,418228,0001000184,1231
2642,Business combinations,418228,0001000184,1231
2643,Goodwill,418228,0001000184,1231
26629,Revenue from customer contracts,502709,0001000184,1231
26630,Uncertain tax positions,502709,0001000184,1231
26631,Equity investments and joint ventures,502709,0001000184,1231
35215,Revenue from customer contracts,527317,0001000184,1231
35216,Uncertain tax positions,527317,0001000184,1231
35217,Equity investments and joint ventures,527317,0001000184,1231
43140,Revenue from customer contracts,553818,0001000184,1231
43141,Uncertain tax positions,553818,0001000184,1231
43142,Equity investments and joint ventures,553818,0001000184,1231
8456,Revenue from customer contracts,446028,0001000184,1231
8457,Uncertain tax positions,446028,0001000184,1231
8458,Goodwill,446028,0001000184,1231
18457,Allowance for credit losses,479350,0001000209,1231
27136,Allowance for credit losses,504454,0001000209,1231
35598,Allowance for credit losses,528842,0001000209,1231
44890,Allowance for credit losses,557253,0001000209,1231
44891,Goodwill,557253,0001000209,1231
9439,Allowance for credit losses,448974,0001000209,1231
9440,Other income taxes,448974,0001000209,1231
9441,Long-lived assets,448974,0001000209,1231
14871,Revenue from customer contracts,473773,0001000228,1227
1500,Business combinations,416779,0001000228,1227
1501,Uncertain tax positions,416779,0001000228,1227
24437,Business combinations,499965,0001000228,1227
34848,Business combinations,526931,0001000228,1227
42892,Business combinations,553105,0001000228,1227
5475,Uncertain tax positions,442055,0001000228,1227
14615,Uncertain tax positions,473344,0001000229,1231
39295,Uncertain tax positions,499109,0001000229,1231
5010,Goodwill,441143,0001000229,1231
5011,Uncertain tax positions,441143,0001000229,1231
608,Uncertain tax positions,415843,0001000229,1231
609,Business combinations,415843,0001000229,1231
13930,Inventory,469591,0001000230,1031
23275,Inventory,496169,0001000230,1031
31999,Inventory,521395,0001000230,1031
40384,Inventory,545843,0001000230,1031
8358,Allowance for credit losses,446016,0001000232,1231
13753,Allowance for credit losses,468468,0001000275,1031
13754,Goodwill,468468,0001000275,1031
13755,Uncertain tax positions,468468,0001000275,1031
17751,Allowance for credit losses,477261,0001000275,1031
17752,Goodwill,477261,0001000275,1031
17753,Vendor/supplier rebates,477261,0001000275,1031
31835,Allowance for credit losses,520488,0001000275,1031
31836,Uncertain tax positions,520488,0001000275,1031
3312,Allowance for credit losses,420012,0001000275,1031
3313,Goodwill,420012,0001000275,1031
3314,Uncertain tax positions,420012,0001000275,1031
366,Allowance for credit losses,412500,0001000275,1031
367,Goodwill,412500,0001000275,1031
368,Uncertain tax positions,412500,0001000275,1031
39253,Allowance for credit losses,495235,0001000275,1031
39254,Goodwill,495235,0001000275,1031
39255,Uncertain tax positions,495235,0001000275,1031
40157,Allowance for credit losses,544848,0001000275,1031
40158,Uncertain tax positions,544848,0001000275,1031
4797,Allowance for credit losses,436571,0001000275,1031
4798,Goodwill,436571,0001000275,1031
4799,Uncertain tax positions,436571,0001000275,1031
18320,Other investments,479142,0001000298,1231
21799,Other investments,489635,0001000298,1231
21935,Other investments,490295,0001000298,1231
22209,Other investments,491289,0001000298,1231
22376,Other investments,492016,0001000298,1231
22627,Other investments,493184,0001000298,1231
27528,Going concern,505256,0001000298,1231
27529,Other investments,505256,0001000298,1231
9069,Other investments,448605,0001000298,1231
17322,Other income taxes,476827,0001000623,1231
26551,Other income taxes,502300,0001000623,1231
26552,Accounts/loans receivable,502300,0001000623,1231
3070,Other income taxes,419543,0001000623,1231
35218,Other income taxes,527318,0001000623,1231
35219,Goodwill,527318,0001000623,1231
43660,Goodwill,553806,0001000623,1231
8072,Other income taxes,445562,0001000623,1231
17567,Revenue from customer contracts,476526,0001000694,1231
17568,"Property, plant and equipment",476526,0001000694,1231
26130,Inventory,501773,0001000694,1231
34853,Inventory,526933,0001000694,1231
34854,Sales return and allowances,526933,0001000694,1231
43223,Revenue from customer contracts,553807,0001000694,1231
43224,Sales return and allowances,553807,0001000694,1231
7755,Revenue from customer contracts,445402,0001000694,1231
7756,"Property, plant and equipment",445402,0001000694,1231
15901,Goodwill,475237,0001000697,1231
1868,Goodwill,417646,0001000697,1231
25705,Revenue from customer contracts,501535,0001000697,1231
34472,Revenue from customer contracts,526541,0001000697,1231
34473,Business combinations,526541,0001000697,1231
42871,Revenue from customer contracts,553072,0001000697,1231
6337,Goodwill,443362,0001000697,1231
14643,Other contingent liabilities,473366,0001000753,1231
14644,Other contingent liabilities,473366,0001000753,1231
23833,Other contingent liabilities,499065,0001000753,1231
23834,Other contingent liabilities,499065,0001000753,1231
32572,Other contingent liabilities,524318,0001000753,1231
40851,Other contingent liabilities,550623,0001000753,1231
5228,Other contingent liabilities,441599,0001000753,1231
5229,Other contingent liabilities,441599,0001000753,1231
635,Other contingent liabilities,415926,0001000753,1231
636,Other contingent liabilities,415926,0001000753,1231
1043,Related party transactions,416452,0001001082,1231
15917,Revenue from customer contracts,475238,0001001082,1231
24833,Revenue from customer contracts,500537,0001001082,1231
37079,Revenue from customer contracts,531768,0001001082,1231
44757,Revenue from customer contracts,557092,0001001082,1231
5969,Related party transactions,442790,0001001082,1231
5970,Business combinations,442790,0001001082,1231
19570,"Property, plant and equipment",481591,0001001085,1231
19571,Business combinations,481591,0001001085,1231
19666,"Property, plant and equipment",481660,0001001085,1231
19667,Business combinations,481660,0001001085,1231
27968,"Property, plant and equipment",506169,0001001085,1231
27979,"Property, plant and equipment",506121,0001001085,1231
3619,Real estate investments,422926,0001001085,1231
3620,Business combinations,422926,0001001085,1231
3621,Real estate investments,422936,0001001085,1231
3622,Business combinations,422936,0001001085,1231
36277,"Property, plant and equipment",530460,0001001085,1231
36314,"Property, plant and equipment",530530,0001001085,1231
45399,"Property, plant and equipment",558499,0001001085,1231
45445,"Property, plant and equipment",558636,0001001085,1231
9849,Other investments,449993,0001001085,1231
9856,Other investments,450065,0001001085,1231
13636,Inventory,467831,0001001115,0930
13637,Goodwill,467831,0001001115,0930
13638,Business combinations,467831,0001001115,0930
22923,Inventory,494677,0001001115,0930
22924,Long-lived assets,494677,0001001115,0930
31701,Inventory,519912,0001001115,0930
31702,Long-lived assets,519912,0001001115,0930
38792,Inventory,538324,0001001115,0930
38793,Goodwill and intangible assets,538324,0001001115,0930
38794,Inventory,538325,0001001115,0930
38795,Long-lived assets,538325,0001001115,0930
40066,Inventory,544330,0001001115,0930
40067,Long-lived assets,544330,0001001115,0930
10496,Allowance for credit losses,451733,0001001171,1231
20219,Allowance for credit losses,483426,0001001171,1231
20220,Business combinations,483426,0001001171,1231
28941,Allowance for credit losses,508435,0001001171,1231
38372,Allowance for credit losses,536363,0001001171,1231
46215,Allowance for credit losses,559654,0001001171,1231
46216,Goodwill,559654,0001001171,1231
16029,Revenue from customer contracts,475304,0001001233,1231
24811,Revenue from customer contracts,500539,0001001233,1231
2652,Revenue from customer contracts,419035,0001001233,1231
35884,Long-lived assets,529822,0001001233,1231
35885,Revenue from customer contracts,529822,0001001233,1231
45138,Long-lived assets,557699,0001001233,1231
45139,Revenue from customer contracts,557699,0001001233,1231
6432,Revenue from customer contracts,443507,0001001233,1231
12769,Other intangible assets,462631,0001001250,0630
12770,Business combinations,462631,0001001250,0630
22144,Goodwill and intangible assets,491065,0001001250,0630
30987,Goodwill,516062,0001001250,0630
30988,Business combinations,516062,0001001250,0630
39191,Goodwill and intangible assets,540151,0001001250,0630
4490,Goodwill and intangible assets,431428,0001001250,0630
4491,Other income taxes,431428,0001001250,0630
4492,Business combinations,431428,0001001250,0630
48233,Other intangible assets,570595,0001001250,0630
48234,Other intangible assets,570595,0001001250,0630
61,Goodwill and intangible assets,408345,0001001250,0630
62,Other income taxes,408345,0001001250,0630
11356,Allowance for credit losses,454567,0001001290,1231
11357,Insurance contract liabilities,454567,0001001290,1231
20578,Allowance for credit losses,484946,0001001290,1231
20579,Insurance contract liabilities,484946,0001001290,1231
20580,Allowance for credit losses,484947,0001001290,1231
20581,Insurance contract liabilities,484947,0001001290,1231
29437,Allowance for credit losses,509873,0001001290,1231
29438,Insurance contract liabilities,509873,0001001290,1231
29439,Allowance for credit losses,509874,0001001290,1231
29440,Insurance contract liabilities,509874,0001001290,1231
37827,Allowance for credit losses,534181,0001001290,1231
37828,Insurance contract liabilities,534181,0001001290,1231
4202,Allowance for credit losses,427371,0001001290,1231
4203,Insurance contract liabilities,427371,0001001290,1231
47007,Allowance for credit losses,562634,0001001290,1231
47008,Insurance contract liabilities,562634,0001001290,1231
26512,Going concern,502302,0001001316,1231
3098,Going concern,419526,0001001316,1231
35220,Other revenue,527319,0001001316,1231
39089,Other revenue,539854,0001001316,1231
44166,Other revenue,554917,0001001316,1231
18682,Revenue from customer contracts,479693,0001001385,1231
18683,Business combinations,479693,0001001385,1231
27468,Revenue from customer contracts,505240,0001001385,1231
35410,Revenue from customer contracts,528249,0001001385,1231
43231,Revenue from customer contracts,553808,0001001385,1231
8420,Revenue from customer contracts,446213,0001001385,1231
8421,Business combinations,446213,0001001385,1231
10892,Other revenue,452943,0001001601,1231
12490,Other revenue,461246,0001001601,1231
12532,Other revenue,461542,0001001601,1231
19704,Revenue from customer contracts,481904,0001001601,1231
28646,Other debt,507380,0001001601,1231
37577,Revenue from customer contracts,533398,0001001601,1231
10286,Proven and unproven reserves,450892,0001001614,1231
13870,Proven and unproven reserves,469321,0001001614,1231
22471,Proven and unproven reserves,492362,0001001614,1231
26931,Proven and unproven reserves,503741,0001001614,1231
35493,Proven and unproven reserves,528315,0001001614,1231
35494,Business combinations,528315,0001001614,1231
44330,Proven and unproven reserves,555426,0001001614,1231
11517,"Property, plant and equipment",455223,0001001807,1231
20478,"Property, plant and equipment",484142,0001001807,1231
28875,"Property, plant and equipment",508210,0001001807,1231
37173,"Property, plant and equipment",532014,0001001807,1231
4242,"Property, plant and equipment",428188,0001001807,1231
4243,Policy changes,428188,0001001807,1231
47057,"Property, plant and equipment",563032,0001001807,1231
17870,"Property, plant and equipment",478028,0001001838,1231
17871,"Property, plant and equipment",478028,0001001838,1231
26144,"Property, plant and equipment",501774,0001001838,1231
2870,"Property, plant and equipment",418965,0001001838,1231
2871,Uncertain tax positions,418965,0001001838,1231
2872,"Property, plant and equipment",418965,0001001838,1231
35221,Deferred and capitalized costs,527320,0001001838,1231
44167,Deferred and capitalized costs,554918,0001001838,1231
7549,"Property, plant and equipment",444282,0001001838,1231
7550,Uncertain tax positions,444282,0001001838,1231
7551,"Property, plant and equipment",444282,0001001838,1231
15145,Inventory,473999,0001001902,1231
15146,Revenue from customer contracts,473999,0001001902,1231
24199,Inventory,499645,0001001902,1231
32830,Inventory,524726,0001001902,1231
41555,Inventory,551322,0001001902,1231
5486,Inventory,442073,0001001902,1231
5487,Revenue from customer contracts,442073,0001001902,1231
13018,Shareholder valuation,463924,0001001907,0630
22391,Revenue from customer contracts,492043,0001001907,0630
31288,Revenue from customer contracts,517639,0001001907,0630
12105,Revenue from customer contracts,458654,0001002047,0424
21502,Revenue from customer contracts,488474,0001002047,0424
30358,Revenue from customer contracts,513439,0001002047,0424
30359,Other income taxes,513439,0001002047,0424
38547,Revenue from customer contracts,537363,0001002047,0424
4244,Revenue from customer contracts,428250,0001002047,0424
47661,Revenue from customer contracts,566601,0001002047,0424
11817,Inventory,456784,0001002135,0331
10650,Proven and unproven reserves,451996,0001002242,1231
10651,Proven and unproven reserves,451996,0001002242,1231
20040,Proven and unproven reserves,482907,0001002242,1231
20041,Proven and unproven reserves,482907,0001002242,1231
28850,Proven and unproven reserves,508086,0001002242,1231
28851,Proven and unproven reserves,508086,0001002242,1231
37357,Proven and unproven reserves,532700,0001002242,1231
37358,Proven and unproven reserves,532700,0001002242,1231
3782,Proven and unproven reserves,423741,0001002242,1231
3783,Other contingent liabilities,423741,0001002242,1231
46410,Proven and unproven reserves,560633,0001002242,1231
46411,Proven and unproven reserves,560633,0001002242,1231
13612,Revenue from customer contracts,467802,0001002517,0930
13613,Uncertain tax positions,467802,0001002517,0930
337,Policy changes,412201,0001002517,0930
338,Revenue from customer contracts,412201,0001002517,0930
339,Uncertain tax positions,412201,0001002517,0930
3568,Policy changes,422537,0001002517,0930
3569,Revenue from customer contracts,422537,0001002517,0930
3570,Uncertain tax positions,422537,0001002517,0930
4690,Revenue from customer contracts,435855,0001002517,0930
4691,Uncertain tax positions,435855,0001002517,0930
7580,Revenue from customer contracts,444972,0001002517,0930
7581,Uncertain tax positions,444972,0001002517,0930
13822,Other contingent liabilities,469050,0001002590,0930
23128,Other contingent liabilities,495477,0001002590,0930
31869,Other contingent liabilities,520718,0001002590,0930
40159,Other contingent liabilities,544849,0001002590,0930
1,Revenue from customer contracts,407728,0001002638,0630
12548,Revenue from customer contracts,461621,0001002638,0630
12549,Uncertain tax positions,461621,0001002638,0630
2,Uncertain tax positions,407728,0001002638,0630
21976,Revenue from customer contracts,490478,0001002638,0630
21977,Uncertain tax positions,490478,0001002638,0630
30838,Revenue from customer contracts,515500,0001002638,0630
30839,Uncertain tax positions,515500,0001002638,0630
30840,Business combinations,515500,0001002638,0630
39013,Revenue from customer contracts,539418,0001002638,0630
39014,Uncertain tax positions,539418,0001002638,0630
4390,Revenue from customer contracts,430539,0001002638,0630
4391,Uncertain tax positions,430539,0001002638,0630
48130,Revenue from customer contracts,569869,0001002638,0630
48131,Uncertain tax positions,569869,0001002638,0630
19967,Going concern,482670,0001002771,1231
15510,Regulatory assets and liabilities,474637,0001002910,1231
24597,Regulatory assets and liabilities,500222,0001002910,1231
2705,Regulatory assets and liabilities,418921,0001002910,1231
35222,Regulatory assets and liabilities,527321,0001002910,1231
41584,Regulatory assets and liabilities,551666,0001002910,1231
5993,Regulatory assets and liabilities,442991,0001002910,1231
13353,Inventory,465899,0001003078,0830
165,Inventory,410596,0001003078,0830
22658,Inventory,493338,0001003078,0830
31477,Inventory,518792,0001003078,0830
39787,Inventory,542875,0001003078,0830
4596,Inventory,434578,0001003078,0830
10410,Deferred income taxes,451858,0001003201,1231
15195,Real estate investments,474082,0001003410,1231
1845,Real estate investments,417578,0001003410,1231
5915,Real estate investments,442593,0001003410,1231
19966,Revenue from customer contracts,482673,0001003935,1231
28247,Revenue from customer contracts,506798,0001003935,1231
36762,Revenue from customer contracts,531261,0001003935,1231
36763,Business combinations,531261,0001003935,1231
3798,Revenue from customer contracts,423859,0001003935,1231
45226,Revenue from customer contracts,558020,0001003935,1231
9779,Revenue from customer contracts,449841,0001003935,1231
9780,Business combinations,449841,0001003935,1231
9781,Other debt,449841,0001003935,1231
15464,Long-lived assets,474544,0001004036,1231
23033,Long-lived assets,494998,0001004036,1231
25808,"Property, plant and equipment",501422,0001004036,1231
33283,"Property, plant and equipment",525206,0001004036,1231
42433,"Property, plant and equipment",552364,0001004036,1231
6235,Long-lived assets,443278,0001004036,1231
6236,Other investments,443278,0001004036,1231
6237,Leases,443278,0001004036,1231
14989,Regulatory assets and liabilities,473932,0001004155,1231
14990,Derivatives and hedging,473932,0001004155,1231
24097,Regulatory assets and liabilities,499571,0001004155,1231
24098,Equity investments and joint ventures,499571,0001004155,1231
32887,Regulatory assets and liabilities,524734,0001004155,1231
42236,Regulatory assets and liabilities,552069,0001004155,1231
5708,Regulatory assets and liabilities,442122,0001004155,1231
5709,Derivatives and hedging,442122,0001004155,1231
11071,"Property, plant and equipment",453021,0001004156,1231
20450,"Property, plant and equipment",484101,0001004156,1231
29286,"Property, plant and equipment",509452,0001004156,1231
30626,"Property, plant and equipment",514602,0001004156,1231
37352,"Property, plant and equipment",532667,0001004156,1231
45814,"Property, plant and equipment",559061,0001004156,1231
11984,"Property, plant and equipment",457907,0001004315,0331
21413,Business combinations,488047,0001004315,0331
21414,"Property, plant and equipment",488047,0001004315,0331
30265,Goodwill,513006,0001004315,0331
30266,"Property, plant and equipment",513006,0001004315,0331
30267,Asset retirement and environmental obligations,513006,0001004315,0331
38405,"Property, plant and equipment",536485,0001004315,0331
38406,Asset retirement and environmental obligations,536485,0001004315,0331
4280,"Property, plant and equipment",428596,0001004315,0331
4281,Asset retirement and environmental obligations,428596,0001004315,0331
4282,Pension and other post-employment benefits,428596,0001004315,0331
47575,Asset retirement and environmental obligations,565890,0001004315,0331
15298,Business combinations,474306,0001004434,1231
15299,Equity investments and joint ventures,474306,0001004434,1231
24325,Equity investments and joint ventures,499894,0001004434,1231
2740,Equity investments and joint ventures,418939,0001004434,1231
32967,Equity investments and joint ventures,524901,0001004434,1231
41554,Equity investments and joint ventures,551323,0001004434,1231
5799,Equity investments and joint ventures,442638,0001004434,1231
10297,"Property, plant and equipment",450888,0001004530,1231
19269,"Property, plant and equipment",481084,0001004530,1231
17121,Allowance for credit losses,476134,0001004702,1231
25444,Allowance for credit losses,500973,0001004702,1231
2653,Allowance for credit losses,418988,0001004702,1231
